max_number_of_vehicles,MINIMUM_SPEED,min_number_of_vehicles,AVERAGE_SPEED,avg_number_of_vehicles,MAXIMUM_SPEED,DATE
445,6,11,57.96,81.99,184,2020-01-20T23:00:00
372,4,11,58.94,68.65,178,2020-01-21T00:00:00
222,6,11,61.13,48.32,174,2020-01-21T01:00:00
200,6,11,63.50,40.89,199,2020-01-21T02:00:00
154,6,11,65.62,35.03,177,2020-01-21T03:00:00
203,6,11,65.51,41.83,180,2020-01-21T04:00:00
418,6,11,59.62,70.16,186,2020-01-21T05:00:00
949,6,11,57.19,147.41,185,2020-01-21T06:00:00
874,2,11,54.19,138.16,209,2020-01-21T07:00:00
917,2,11,53.71,128.88,184,2020-01-21T08:00:00
919,2,11,54.02,119.81,204,2020-01-21T09:00:00
978,1,11,53.38,121.84,189,2020-01-21T10:00:00
1051,2,11,53.15,123.25,199,2020-01-21T11:00:00
1127,1,11,53.06,129.73,212,2020-01-21T12:00:00
1135,2,11,52.37,126.43,197,2020-01-21T13:00:00
1030,2,11,51.79,119.42,187,2020-01-21T14:00:00
1040,2,11,52.35,120.61,185,2020-01-21T15:00:00
824,1,11,52.32,118.11,194,2020-01-21T16:00:00
880,2,11,51.60,131.96,206,2020-01-21T17:00:00
694,3,11,49.31,112.20,205,2020-01-21T18:00:00
694,5,11,50.35,110.04,179,2020-01-21T19:00:00
596,6,11,54.63,109.59,179,2020-01-21T20:00:00
672,6,11,56.08,101.55,191,2020-01-21T21:00:00
511,2,11,56.48,90.33,208,2020-01-21T22:00:00
453,6,11,58.49,83.75,187,2020-01-21T23:00:00
380,6,11,59.64,69.05,185,2020-01-22T00:00:00
247,6,11,61.12,50.52,181,2020-01-22T01:00:00
170,6,11,64.23,39.02,187,2020-01-22T02:00:00
157,6,11,66.31,36.78,174,2020-01-22T03:00:00
197,6,11,65.31,42.86,192,2020-01-22T04:00:00
357,6,11,59.16,63.46,204,2020-01-22T05:00:00
925,3,11,56.59,145.02,205,2020-01-22T06:00:00
981,3,11,53.84,154.31,187,2020-01-22T07:00:00
1012,6,11,53.35,141.26,192,2020-01-22T08:00:00
1053,3,11,53.84,138.62,187,2020-01-22T09:00:00
1036,2,11,53.95,133.31,198,2020-01-22T10:00:00
1094,2,11,53.45,130.47,219,2020-01-22T11:00:00
1088,2,11,53.24,122.78,184,2020-01-22T12:00:00
1061,2,11,52.94,120.62,198,2020-01-22T13:00:00
1043,3,11,52.07,118.19,194,2020-01-22T14:00:00
1210,2,11,52.52,132.73,196,2020-01-22T15:00:00
1084,1,11,52.40,131.18,200,2020-01-22T16:00:00
931,2,11,51.83,141.05,197,2020-01-22T17:00:00
671,2,11,49.12,105.89,187,2020-01-22T18:00:00
730,3,11,50.07,115.84,200,2020-01-22T19:00:00
706,6,11,53.46,118.46,202,2020-01-22T20:00:00
690,6,11,55.50,105.68,182,2020-01-22T21:00:00
536,6,11,56.69,95.06,179,2020-01-22T22:00:00
513,4,11,58.04,90.58,217,2020-01-22T23:00:00
412,6,11,58.89,75.31,185,2020-01-23T00:00:00
269,6,11,60.41,51.14,197,2020-01-23T01:00:00
154,6,11,63.84,37.60,188,2020-01-23T02:00:00
171,6,11,65.11,34.98,180,2020-01-23T03:00:00
205,6,11,65.18,42.40,175,2020-01-23T04:00:00
381,6,11,58.87,69.15,181,2020-01-23T05:00:00
948,6,11,56.46,146.61,189,2020-01-23T06:00:00
976,6,11,53.89,152.74,193,2020-01-23T07:00:00
934,6,11,53.70,140.30,195,2020-01-23T08:00:00
947,2,11,54.02,119.91,200,2020-01-23T09:00:00
1057,3,11,53.44,123.01,196,2020-01-23T10:00:00
1015,4,11,53.11,115.40,190,2020-01-23T11:00:00
1119,1,11,52.77,126.99,172,2020-01-23T12:00:00
1045,4,11,52.88,126.07,209,2020-01-23T13:00:00
1087,2,11,52.18,125.91,206,2020-01-23T14:00:00
986,4,11,52.34,128.71,189,2020-01-23T15:00:00
896,1,11,52.50,128.31,187,2020-01-23T16:00:00
735,3,11,51.71,113.35,197,2020-01-23T17:00:00
648,6,11,49.39,107.68,184,2020-01-23T18:00:00
730,4,11,51.38,114.00,190,2020-01-23T19:00:00
689,3,11,54.38,112.63,182,2020-01-23T20:00:00
689,6,11,56.34,104.97,187,2020-01-23T21:00:00
529,6,11,57.40,92.58,185,2020-01-23T22:00:00
449,6,11,58.24,84.76,191,2020-01-23T23:00:00
372,6,11,59.02,71.47,188,2020-01-24T00:00:00
233,5,11,60.99,48.98,200,2020-01-24T01:00:00
178,6,11,63.69,39.85,193,2020-01-24T02:00:00
123,4,11,67.87,31.73,167,2020-01-24T03:00:00
214,6,11,66.10,41.39,179,2020-01-24T04:00:00
384,6,11,59.25,68.68,181,2020-01-24T05:00:00
922,3,11,57.00,143.84,190,2020-01-24T06:00:00
992,6,11,54.55,151.71,191,2020-01-24T07:00:00
880,4,11,54.39,127.47,192,2020-01-24T08:00:00
1034,2,11,54.28,131.16,206,2020-01-24T09:00:00
1008,1,11,53.81,124.65,191,2020-01-24T10:00:00
1079,2,11,54.00,127.43,205,2020-01-24T11:00:00
1088,3,11,53.69,126.05,187,2020-01-24T12:00:00
1035,1,11,55.14,125.15,219,2020-01-24T13:00:00
1051,2,11,53.73,127.96,181,2020-01-24T14:00:00
1015,1,11,52.36,121.80,206,2020-01-24T15:00:00
883,2,11,51.90,124.85,212,2020-01-24T16:00:00
844,2,11,51.00,137.59,235,2020-01-24T17:00:00
718,4,11,49.04,115.36,203,2020-01-24T18:00:00
780,3,11,50.06,126.79,199,2020-01-24T19:00:00
731,6,11,53.61,124.12,211,2020-01-24T20:00:00
765,6,11,55.86,115.56,210,2020-01-24T21:00:00
650,2,11,56.59,103.04,198,2020-01-24T22:00:00
538,5,11,57.81,96.58,182,2020-01-24T23:00:00
426,3,11,58.53,79.24,210,2020-01-25T00:00:00
294,6,11,60.25,56.63,187,2020-01-25T01:00:00
196,6,11,62.47,43.85,188,2020-01-25T02:00:00
146,6,11,65.51,36.69,201,2020-01-25T03:00:00
183,6,11,64.73,38.89,193,2020-01-25T04:00:00
333,6,11,60.50,58.49,172,2020-01-25T05:00:00
625,6,11,59.30,92.10,193,2020-01-25T06:00:00
830,4,11,57.20,110.38,184,2020-01-25T07:00:00
1047,6,11,56.16,124.36,173,2020-01-25T08:00:00
1031,4,11,55.14,118.70,187,2020-01-25T09:00:00
906,2,11,54.37,110.27,198,2020-01-25T10:00:00
814,1,11,53.81,106.64,193,2020-01-25T11:00:00
944,3,11,53.04,115.26,221,2020-01-25T12:00:00
656,1,11,51.61,85.91,200,2020-01-25T13:00:00
861,1,11,52.20,112.13,202,2020-01-25T14:00:00
751,1,11,52.35,101.68,203,2020-01-25T15:00:00
814,1,11,53.10,106.15,203,2020-01-25T16:00:00
596,3,11,53.02,99.43,188,2020-01-25T17:00:00
567,3,11,52.54,96.98,201,2020-01-25T18:00:00
542,2,11,52.22,87.89,191,2020-01-25T19:00:00
466,4,11,54.23,81.12,188,2020-01-25T20:00:00
528,2,11,55.82,83.30,198,2020-01-25T21:00:00
516,6,11,56.02,78.48,172,2020-01-25T22:00:00
427,6,11,56.03,80.75,183,2020-01-25T23:00:00
353,6,11,57.36,70.76,191,2020-01-26T00:00:00
273,6,11,60.06,51.55,194,2020-01-26T01:00:00
119,6,11,62.80,34.51,179,2020-01-26T02:00:00
103,6,11,64.42,31.47,203,2020-01-26T03:00:00
120,6,11,67.28,33.12,182,2020-01-26T04:00:00
201,6,11,61.46,43.13,198,2020-01-26T05:00:00
332,6,11,61.26,58.30,191,2020-01-26T06:00:00
377,6,11,60.38,64.61,185,2020-01-26T07:00:00
266,6,11,60.46,48.17,185,2020-01-26T08:00:00
377,6,11,59.87,63.79,204,2020-01-26T10:00:00
37,6,11,65.07,16.70,151,2020-01-26T11:00:00
357,1,11,55.35,61.50,206,2020-01-26T13:00:00
461,1,11,55.22,83.80,196,2020-01-26T14:00:00
520,2,11,55.33,89.99,199,2020-01-26T15:00:00
537,4,11,55.62,91.99,191,2020-01-26T16:00:00
507,1,11,55.64,88.79,197,2020-01-26T17:00:00
498,3,11,54.57,88.67,227,2020-01-26T18:00:00
432,2,11,55.16,82.24,214,2020-01-26T19:00:00
439,6,11,56.39,79.29,182,2020-01-26T20:00:00
439,1,11,57.55,81.98,213,2020-01-26T21:00:00
503,1,11,57.61,79.18,205,2020-01-26T22:00:00
393,6,11,58.53,73.60,191,2020-01-26T23:00:00
341,6,11,60.18,68.54,178,2020-01-27T00:00:00
249,6,11,63.05,51.26,196,2020-01-27T01:00:00
162,6,11,65.16,40.87,184,2020-01-27T02:00:00
154,6,11,67.49,35.57,186,2020-01-27T03:00:00
197,6,11,68.23,40.58,188,2020-01-27T04:00:00
386,6,11,60.35,69.84,188,2020-01-27T05:00:00
995,6,11,57.64,154.16,191,2020-01-27T06:00:00
1128,6,11,54.98,164.80,201,2020-01-27T07:00:00
971,3,11,54.36,134.16,196,2020-01-27T08:00:00
1053,3,11,54.52,133.32,184,2020-01-27T09:00:00
1129,1,11,53.84,128.52,193,2020-01-27T10:00:00
1030,1,11,53.13,127.45,188,2020-01-27T11:00:00
1137,1,11,52.99,126.81,186,2020-01-27T12:00:00
1017,1,11,52.54,125.24,213,2020-01-27T13:00:00
955,2,11,52.12,117.44,199,2020-01-27T14:00:00
1068,1,11,52.40,126.39,214,2020-01-27T15:00:00
1011,2,11,53.04,135.96,194,2020-01-27T16:00:00
945,2,11,52.21,140.56,205,2020-01-27T17:00:00
890,4,11,50.09,139.24,182,2020-01-27T18:00:00
870,1,11,51.07,135.62,207,2020-01-27T19:00:00
754,4,11,54.96,115.58,179,2020-01-27T20:00:00
684,4,11,56.54,102.28,190,2020-01-27T21:00:00
492,2,11,56.95,85.98,184,2020-01-27T22:00:00
456,6,11,58.02,80.56,211,2020-01-27T23:00:00
352,6,11,58.19,66.73,193,2020-01-28T00:00:00
239,6,11,59.10,50.76,189,2020-01-28T01:00:00
185,6,11,61.96,41.27,188,2020-01-28T02:00:00
184,6,11,63.39,36.32,163,2020-01-28T03:00:00
197,6,11,63.12,39.42,167,2020-01-28T04:00:00
416,6,11,57.86,69.24,195,2020-01-28T05:00:00
975,6,11,55.36,151.39,185,2020-01-28T06:00:00
1149,6,11,52.45,167.80,179,2020-01-28T07:00:00
981,1,11,51.68,141.25,190,2020-01-28T08:00:00
1023,3,11,52.21,133.93,190,2020-01-28T09:00:00
1079,1,11,52.18,129.23,194,2020-01-28T10:00:00
1162,1,11,52.67,131.32,186,2020-01-28T11:00:00
1146,2,11,52.62,130.58,193,2020-01-28T12:00:00
1195,1,11,52.68,136.93,199,2020-01-28T13:00:00
1112,2,11,52.54,125.92,187,2020-01-28T14:00:00
1136,1,11,53.23,135.84,202,2020-01-28T15:00:00
1063,1,11,52.94,134.86,186,2020-01-28T16:00:00
907,1,11,52.21,145.41,205,2020-01-28T17:00:00
833,6,11,50.91,143.88,201,2020-01-28T18:00:00
1023,2,11,51.64,139.75,188,2020-01-28T19:00:00
810,6,11,54.16,121.92,194,2020-01-28T20:00:00
731,3,11,56.16,105.71,200,2020-01-28T21:00:00
514,6,11,56.57,89.30,187,2020-01-28T22:00:00
470,6,11,57.55,87.87,199,2020-01-28T23:00:00
398,6,11,58.32,71.69,180,2020-01-29T00:00:00
258,6,11,59.78,51.07,185,2020-01-29T01:00:00
181,6,11,63.01,40.18,184,2020-01-29T02:00:00
166,6,11,65.43,35.83,175,2020-01-29T03:00:00
199,6,11,65.10,42.80,168,2020-01-29T04:00:00
405,6,11,59.02,70.02,173,2020-01-29T05:00:00
968,6,11,56.61,148.11,188,2020-01-29T06:00:00
1003,2,11,54.08,154.44,175,2020-01-29T07:00:00
968,6,11,53.59,138.56,199,2020-01-29T08:00:00
998,4,11,54.51,130.37,195,2020-01-29T09:00:00
1169,3,11,54.06,134.55,232,2020-01-29T10:00:00
1083,1,11,53.14,127.08,215,2020-01-29T11:00:00
1068,3,11,52.60,127.09,198,2020-01-29T12:00:00
998,1,11,52.69,116.88,188,2020-01-29T13:00:00
778,1,11,51.74,93.51,185,2020-01-29T14:00:00
1026,2,11,52.41,112.42,194,2020-01-29T15:00:00
871,1,11,51.81,117.71,192,2020-01-29T16:00:00
839,1,11,49.79,124.22,187,2020-01-29T17:00:00
830,1,11,46.17,128.87,177,2020-01-29T18:00:00
808,1,11,47.61,125.99,189,2020-01-29T19:00:00
671,4,11,51.50,118.72,202,2020-01-29T20:00:00
681,2,11,54.62,110.57,177,2020-01-29T21:00:00
570,6,11,55.62,93.53,175,2020-01-29T22:00:00
493,2,11,56.46,86.74,186,2020-01-29T23:00:00
393,6,11,57.53,72.07,170,2020-01-30T00:00:00
272,6,11,59.62,51.55,171,2020-01-30T01:00:00
181,5,11,61.83,42.36,165,2020-01-30T02:00:00
176,5,11,63.62,37.01,166,2020-01-30T03:00:00
206,6,11,63.56,44.07,160,2020-01-30T04:00:00
412,6,11,57.58,72.04,174,2020-01-30T05:00:00
914,6,11,55.88,144.64,193,2020-01-30T06:00:00
973,5,11,53.38,150.18,186,2020-01-30T07:00:00
819,1,11,53.07,122.53,207,2020-01-30T08:00:00
936,1,11,54.14,125.79,203,2020-01-30T09:00:00
1038,1,11,53.16,126.31,198,2020-01-30T10:00:00
985,2,11,52.27,115.03,187,2020-01-30T11:00:00
1041,2,11,51.18,128.70,190,2020-01-30T12:00:00
1187,2,11,51.87,133.22,198,2020-01-30T13:00:00
1111,1,11,51.44,123.66,195,2020-01-30T14:00:00
1103,1,11,52.20,131.90,201,2020-01-30T15:00:00
1024,1,11,53.02,132.85,192,2020-01-30T16:00:00
859,1,11,52.33,137.48,215,2020-01-30T17:00:00
968,4,11,50.75,140.63,211,2020-01-30T18:00:00
913,2,11,51.31,139.00,230,2020-01-30T19:00:00
734,2,11,54.72,124.35,209,2020-01-30T20:00:00
732,2,11,56.51,111.54,196,2020-01-30T21:00:00
591,6,11,56.79,96.55,189,2020-01-30T22:00:00
526,6,11,57.58,90.90,192,2020-01-30T23:00:00
329,6,11,58.46,59.24,179,2020-01-31T00:00:00
113,6,11,63.25,32.06,186,2020-01-31T01:00:00
121,6,11,65.29,30.18,177,2020-01-31T02:00:00
112,6,11,69.73,28.34,194,2020-01-31T03:00:00
135,6,11,68.03,31.19,194,2020-01-31T04:00:00
47,6,11,69.87,18.55,161,2020-01-31T05:00:00
106,6,11,53.50,26.06,153,2020-01-31T06:00:00
14,7,11,39.50,12.00,84,2020-01-31T07:00:00
872,3,11,53.89,118.83,184,2020-01-31T09:00:00
955,2,11,53.13,122.41,192,2020-01-31T10:00:00
971,1,11,53.03,118.67,187,2020-01-31T11:00:00
1216,2,11,52.95,126.14,185,2020-01-31T12:00:00
1191,2,11,54.72,124.78,182,2020-01-31T13:00:00
944,1,11,52.95,117.19,198,2020-01-31T14:00:00
927,1,11,51.94,113.34,187,2020-01-31T15:00:00
982,1,11,51.94,128.58,205,2020-01-31T16:00:00
924,3,11,50.98,136.63,219,2020-01-31T17:00:00
860,5,11,49.37,133.15,206,2020-01-31T18:00:00
814,1,11,50.23,132.62,201,2020-01-31T19:00:00
722,4,11,53.14,122.12,211,2020-01-31T20:00:00
706,6,11,55.09,110.93,215,2020-01-31T21:00:00
640,6,11,55.73,99.32,201,2020-01-31T22:00:00
558,6,11,57.25,95.23,221,2020-01-31T23:00:00
449,6,11,58.27,81.41,193,2020-02-01T00:00:00
293,6,11,59.96,55.69,194,2020-02-01T01:00:00
157,6,11,62.39,38.93,172,2020-02-01T02:00:00
140,6,11,66.05,34.16,165,2020-02-01T03:00:00
154,6,11,64.76,36.33,184,2020-02-01T04:00:00
281,6,11,60.38,51.45,207,2020-02-01T05:00:00
488,6,11,58.66,77.37,203,2020-02-01T06:00:00
813,6,11,57.00,105.18,186,2020-02-01T07:00:00
928,6,11,56.03,108.30,188,2020-02-01T08:00:00
1041,6,11,55.87,118.96,188,2020-02-01T09:00:00
1091,1,11,54.38,119.50,205,2020-02-01T10:00:00
1006,1,11,54.09,113.04,201,2020-02-01T11:00:00
988,1,11,53.90,114.99,198,2020-02-01T12:00:00
960,6,11,52.34,115.23,203,2020-02-01T13:00:00
815,1,11,52.21,111.56,194,2020-02-01T14:00:00
712,5,11,52.51,109.43,210,2020-02-01T15:00:00
699,4,11,52.28,105.81,193,2020-02-01T16:00:00
623,1,11,52.84,110.23,210,2020-02-01T17:00:00
627,4,11,52.87,108.12,214,2020-02-01T18:00:00
530,4,11,52.16,101.98,191,2020-02-01T19:00:00
484,6,11,54.26,92.12,188,2020-02-01T20:00:00
543,6,11,56.35,85.26,190,2020-02-01T21:00:00
496,6,11,56.59,84.11,210,2020-02-01T22:00:00
463,6,11,56.99,84.45,190,2020-02-01T23:00:00
387,2,11,57.60,74.52,184,2020-02-02T00:00:00
260,6,11,59.86,54.39,207,2020-02-02T01:00:00
154,6,11,63.03,36.81,200,2020-02-02T02:00:00
120,6,11,65.93,29.89,186,2020-02-02T03:00:00
112,6,11,66.40,32.61,178,2020-02-02T04:00:00
268,6,11,61.99,46.67,207,2020-02-02T05:00:00
333,6,11,60.98,57.82,180,2020-02-02T06:00:00
405,5,11,60.54,66.02,190,2020-02-02T07:00:00
364,6,11,60.38,66.33,218,2020-02-02T08:00:00
375,6,11,60.43,64.98,193,2020-02-02T09:00:00
409,5,11,59.56,71.93,249,2020-02-02T10:00:00
431,1,11,58.92,72.53,185,2020-02-02T11:00:00
464,1,11,57.36,79.58,189,2020-02-02T12:00:00
529,1,11,55.38,91.05,192,2020-02-02T13:00:00
533,1,11,54.35,92.31,200,2020-02-02T14:00:00
530,6,11,54.42,95.73,239,2020-02-02T15:00:00
496,6,11,54.53,91.57,207,2020-02-02T16:00:00
483,1,11,54.51,89.12,196,2020-02-02T17:00:00
487,2,11,53.86,88.94,216,2020-02-02T18:00:00
459,6,11,55.35,83.58,192,2020-02-02T19:00:00
430,6,11,56.28,80.41,182,2020-02-02T20:00:00
460,6,11,56.15,79.54,197,2020-02-02T21:00:00
434,6,11,57.59,78.88,206,2020-02-02T22:00:00
437,6,11,58.77,79.25,220,2020-02-02T23:00:00
315,4,11,60.14,65.18,171,2020-02-03T00:00:00
236,6,11,62.15,49.87,193,2020-02-03T01:00:00
162,1,11,65.78,41.99,190,2020-02-03T02:00:00
140,6,11,66.77,36.08,192,2020-02-03T03:00:00
199,3,11,65.77,40.77,186,2020-02-03T04:00:00
420,6,11,60.05,70.80,198,2020-02-03T05:00:00
982,6,11,57.14,152.76,207,2020-02-03T06:00:00
933,6,11,53.41,152.15,188,2020-02-03T07:00:00
828,6,11,51.37,126.95,216,2020-02-03T08:00:00
915,3,11,53.53,125.43,205,2020-02-03T09:00:00
1063,4,11,54.39,129.07,200,2020-02-03T10:00:00
1086,1,11,54.56,126.86,195,2020-02-03T11:00:00
1003,1,11,53.90,120.87,194,2020-02-03T12:00:00
958,2,11,53.77,120.00,194,2020-02-03T13:00:00
940,1,11,53.02,124.67,211,2020-02-03T14:00:00
1008,1,11,52.36,124.06,182,2020-02-03T15:00:00
810,1,11,52.00,123.67,192,2020-02-03T16:00:00
859,1,11,52.37,133.30,185,2020-02-03T17:00:00
887,2,11,50.36,134.40,195,2020-02-03T18:00:00
795,3,11,51.81,130.57,201,2020-02-03T19:00:00
650,2,11,55.05,109.84,210,2020-02-03T20:00:00
587,3,11,55.18,92.80,175,2020-02-03T21:00:00
480,6,11,55.34,82.12,180,2020-02-03T22:00:00
426,4,11,56.94,76.15,181,2020-02-03T23:00:00
364,2,11,58.98,66.37,182,2020-02-04T00:00:00
277,6,11,59.71,52.05,175,2020-02-04T01:00:00
198,6,11,62.38,43.36,181,2020-02-04T02:00:00
153,6,11,64.49,37.35,190,2020-02-04T03:00:00
214,6,11,63.49,41.83,171,2020-02-04T04:00:00
437,6,11,58.20,73.91,199,2020-02-04T05:00:00
1021,1,11,55.97,152.83,190,2020-02-04T06:00:00
936,6,11,52.24,152.78,191,2020-02-04T07:00:00
853,4,11,50.52,127.61,215,2020-02-04T08:00:00
893,3,11,52.23,128.06,199,2020-02-04T09:00:00
994,1,11,53.29,122.16,202,2020-02-04T10:00:00
1174,4,11,53.85,125.52,188,2020-02-04T11:00:00
1068,1,11,53.83,118.89,198,2020-02-04T12:00:00
968,1,11,53.43,121.95,216,2020-02-04T13:00:00
882,2,11,52.94,120.33,205,2020-02-04T14:00:00
941,1,11,52.30,120.64,188,2020-02-04T15:00:00
773,3,11,51.68,119.91,191,2020-02-04T16:00:00
841,4,11,52.04,129.79,252,2020-02-04T17:00:00
900,3,11,51.15,135.76,198,2020-02-04T18:00:00
812,4,11,51.70,131.29,191,2020-02-04T19:00:00
650,6,11,55.21,115.77,216,2020-02-04T20:00:00
647,6,11,57.29,102.76,208,2020-02-04T21:00:00
510,6,11,57.33,92.99,232,2020-02-04T22:00:00
447,6,11,58.32,84.17,207,2020-02-04T23:00:00
366,6,11,58.73,67.57,185,2020-02-05T00:00:00
264,6,11,59.89,50.31,198,2020-02-05T01:00:00
180,6,11,62.97,39.27,183,2020-02-05T02:00:00
176,6,11,65.77,37.14,185,2020-02-05T03:00:00
204,6,11,65.94,42.35,181,2020-02-05T04:00:00
427,6,11,59.02,71.67,187,2020-02-05T05:00:00
880,6,11,55.64,138.87,190,2020-02-05T06:00:00
910,6,11,52.11,141.23,173,2020-02-05T07:00:00
746,4,11,48.97,111.17,191,2020-02-05T08:00:00
1029,2,11,51.16,125.84,191,2020-02-05T09:00:00
1052,3,11,51.44,129.62,185,2020-02-05T10:00:00
1103,1,11,52.26,125.88,198,2020-02-05T11:00:00
1161,2,11,53.03,124.93,208,2020-02-05T12:00:00
1033,1,11,53.24,123.95,195,2020-02-05T13:00:00
1121,1,11,52.72,125.63,195,2020-02-05T14:00:00
884,1,11,49.74,113.39,182,2020-02-05T15:00:00
676,2,11,48.11,107.50,172,2020-02-05T16:00:00
695,1,11,47.49,123.47,182,2020-02-05T17:00:00
802,2,11,46.28,129.09,188,2020-02-05T18:00:00
871,3,11,48.39,140.58,168,2020-02-05T19:00:00
705,6,11,52.48,126.07,184,2020-02-05T20:00:00
747,6,11,55.14,110.32,185,2020-02-05T21:00:00
534,6,11,55.80,98.40,182,2020-02-05T22:00:00
457,6,11,57.08,86.76,178,2020-02-05T23:00:00
455,6,11,58.63,79.75,172,2020-02-06T00:00:00
261,6,11,60.98,54.43,177,2020-02-06T01:00:00
217,6,11,63.09,44.44,178,2020-02-06T02:00:00
226,6,11,65.13,42.40,176,2020-02-06T03:00:00
215,6,11,65.01,45.73,185,2020-02-06T04:00:00
432,6,11,57.81,75.05,200,2020-02-06T05:00:00
886,6,11,55.21,139.93,200,2020-02-06T06:00:00
912,6,11,52.23,150.88,189,2020-02-06T07:00:00
774,6,11,50.70,116.86,189,2020-02-06T08:00:00
940,1,11,52.93,125.89,201,2020-02-06T09:00:00
948,3,11,53.74,115.76,206,2020-02-06T10:00:00
881,3,11,52.96,112.74,195,2020-02-06T11:00:00
983,3,11,53.03,115.83,195,2020-02-06T12:00:00
1008,1,11,52.58,119.96,183,2020-02-06T13:00:00
1050,3,11,51.66,116.93,176,2020-02-06T14:00:00
887,2,11,50.66,115.80,203,2020-02-06T15:00:00
768,1,11,49.64,109.20,200,2020-02-06T16:00:00
730,1,11,48.86,116.46,178,2020-02-06T17:00:00
675,2,11,47.92,100.44,175,2020-02-06T18:00:00
731,5,11,49.71,120.13,180,2020-02-06T19:00:00
679,3,11,53.03,113.57,174,2020-02-06T20:00:00
637,6,11,55.86,104.84,197,2020-02-06T21:00:00
521,6,11,56.76,90.73,184,2020-02-06T22:00:00
434,3,11,57.82,83.21,180,2020-02-06T23:00:00
378,6,11,59.67,71.46,184,2020-02-07T00:00:00
282,6,11,60.60,51.65,187,2020-02-07T01:00:00
198,6,11,64.14,42.26,192,2020-02-07T02:00:00
179,4,11,65.04,38.74,173,2020-02-07T03:00:00
223,6,11,65.05,42.52,187,2020-02-07T04:00:00
408,6,11,59.07,71.08,212,2020-02-07T05:00:00
944,6,11,56.76,148.26,194,2020-02-07T06:00:00
902,2,11,53.59,148.43,192,2020-02-07T07:00:00
813,5,11,51.96,125.96,196,2020-02-07T08:00:00
964,1,11,53.60,124.26,234,2020-02-07T09:00:00
980,1,11,54.67,120.76,189,2020-02-07T10:00:00
970,1,11,54.12,118.44,187,2020-02-07T11:00:00
1076,2,11,54.31,126.18,189,2020-02-07T12:00:00
994,1,11,56.03,124.07,201,2020-02-07T13:00:00
876,2,11,53.48,117.96,193,2020-02-07T14:00:00
954,1,11,52.01,126.08,192,2020-02-07T15:00:00
809,2,11,49.56,113.25,219,2020-02-07T16:00:00
769,3,11,48.59,120.02,196,2020-02-07T17:00:00
799,3,11,47.72,129.86,188,2020-02-07T18:00:00
864,2,11,48.84,131.57,174,2020-02-07T19:00:00
741,6,11,52.61,125.20,176,2020-02-07T20:00:00
704,1,11,55.13,107.31,190,2020-02-07T21:00:00
574,6,11,55.99,93.96,184,2020-02-07T22:00:00
452,6,11,54.36,84.60,165,2020-02-07T23:00:00
423,2,11,52.57,78.62,194,2020-02-08T00:00:00
299,6,11,54.71,56.87,160,2020-02-08T01:00:00
220,6,11,57.92,45.54,171,2020-02-08T02:00:00
172,6,11,61.78,39.24,161,2020-02-08T03:00:00
195,6,11,61.55,43.11,165,2020-02-08T04:00:00
350,6,11,56.23,59.18,186,2020-02-08T05:00:00
601,6,11,54.59,91.10,172,2020-02-08T06:00:00
930,6,11,52.91,120.98,159,2020-02-08T07:00:00
1007,6,11,52.40,124.01,175,2020-02-08T08:00:00
979,4,11,52.53,119.71,176,2020-02-08T09:00:00
962,6,11,53.52,117.46,170,2020-02-08T10:00:00
944,6,11,53.56,112.66,190,2020-02-08T11:00:00
905,6,11,53.61,115.71,168,2020-02-08T12:00:00
893,3,11,52.87,118.64,177,2020-02-08T13:00:00
863,2,11,52.64,114.63,190,2020-02-08T14:00:00
864,1,11,53.38,111.99,189,2020-02-08T15:00:00
738,2,11,53.45,110.79,189,2020-02-08T16:00:00
703,3,11,54.27,111.43,183,2020-02-08T17:00:00
618,4,11,55.18,106.71,169,2020-02-08T18:00:00
513,6,11,54.56,94.72,185,2020-02-08T19:00:00
429,6,11,56.15,84.23,169,2020-02-08T20:00:00
457,6,11,57.21,77.81,182,2020-02-08T21:00:00
449,6,11,57.10,79.32,192,2020-02-08T22:00:00
460,2,11,57.61,80.09,187,2020-02-08T23:00:00
326,6,11,58.67,67.94,186,2020-02-09T00:00:00
220,6,11,59.73,47.79,192,2020-02-09T01:00:00
140,3,11,62.09,36.49,190,2020-02-09T02:00:00
100,6,11,65.01,29.83,186,2020-02-09T03:00:00
113,6,11,66.34,32.31,178,2020-02-09T04:00:00
264,6,11,61.54,43.91,192,2020-02-09T05:00:00
344,6,11,60.28,58.08,186,2020-02-09T06:00:00
376,6,11,60.17,66.06,181,2020-02-09T07:00:00
201,6,11,60.51,42.43,172,2020-02-09T08:00:00
298,6,11,59.37,56.86,195,2020-02-09T09:00:00
407,2,11,59.43,66.56,193,2020-02-09T10:00:00
384,1,11,59.76,68.55,231,2020-02-09T11:00:00
423,6,11,58.41,75.15,204,2020-02-09T12:00:00
454,6,11,56.55,80.32,218,2020-02-09T13:00:00
498,1,11,55.53,85.00,207,2020-02-09T14:00:00
523,1,11,55.45,88.18,187,2020-02-09T15:00:00
480,3,11,55.27,86.43,185,2020-02-09T16:00:00
500,1,11,55.72,89.78,235,2020-02-09T17:00:00
493,3,11,56.29,87.50,210,2020-02-09T18:00:00
452,6,11,55.76,83.05,195,2020-02-09T19:00:00
431,4,11,56.93,78.97,181,2020-02-09T20:00:00
441,5,11,57.68,81.51,227,2020-02-09T21:00:00
495,6,11,58.29,79.28,200,2020-02-09T22:00:00
