max_number_of_vehicles,MINIMUM_SPEED,min_number_of_vehicles,AVERAGE_SPEED,avg_number_of_vehicles,MAXIMUM_SPEED,DATE
977,1,11,55.13,123.02,214,2020-09-25T09:00:00
1024,1,11,54.96,117.29,216,2020-09-25T10:00:00
982,1,11,53.94,109.50,198,2020-09-25T11:00:00
1188,1,11,54.26,135.31,193,2020-09-25T12:00:00
1152,1,11,55.25,129.19,197,2020-09-25T13:00:00
883,3,11,52.58,95.55,200,2020-09-25T14:00:00
675,1,11,52.06,87.08,196,2020-09-25T15:00:00
759,1,11,52.44,101.73,197,2020-09-25T16:00:00
787,1,11,52.36,119.04,217,2020-09-25T17:00:00
805,1,11,50.97,119.38,203,2020-09-25T18:00:00
809,4,11,50.74,126.49,191,2020-09-25T19:00:00
716,2,11,54.10,112.77,197,2020-09-25T20:00:00
663,6,11,56.44,103.30,211,2020-09-25T21:00:00
538,6,11,57.15,91.41,205,2020-09-25T22:00:00
468,6,11,58.05,84.31,199,2020-09-25T23:00:00
346,2,11,58.89,73.03,201,2020-09-26T00:00:00
288,2,11,61.14,52.85,197,2020-09-26T01:00:00
194,2,11,64.53,41.71,190,2020-09-26T02:00:00
164,2,11,66.84,37.40,225,2020-09-26T03:00:00
180,2,11,67.58,38.89,219,2020-09-26T04:00:00
298,2,11,62.07,53.92,196,2020-09-26T05:00:00
608,6,11,60.16,90.16,196,2020-09-26T06:00:00
764,2,11,59.39,103.00,201,2020-09-26T07:00:00
962,2,11,57.41,117.50,191,2020-09-26T08:00:00
992,2,11,56.47,117.19,211,2020-09-26T09:00:00
1050,2,11,55.09,113.24,217,2020-09-26T10:00:00
989,2,11,54.24,113.97,195,2020-09-26T11:00:00
958,3,11,53.85,117.57,190,2020-09-26T12:00:00
932,1,11,52.98,114.30,222,2020-09-26T13:00:00
809,3,11,52.84,111.47,205,2020-09-26T14:00:00
729,5,11,52.84,113.87,234,2020-09-26T15:00:00
732,2,11,53.67,112.04,217,2020-09-26T16:00:00
729,3,11,54.15,108.85,248,2020-09-26T17:00:00
576,3,11,54.31,104.09,211,2020-09-26T18:00:00
546,3,11,53.10,94.69,195,2020-09-26T19:00:00
504,3,11,54.36,87.06,218,2020-09-26T20:00:00
473,4,11,56.28,82.80,206,2020-09-26T21:00:00
438,2,11,56.54,78.02,206,2020-09-26T22:00:00
409,3,11,56.98,73.76,180,2020-09-26T23:00:00
322,2,11,57.34,62.98,185,2020-09-27T00:00:00
204,2,11,59.08,45.69,193,2020-09-27T01:00:00
129,2,11,61.10,32.54,196,2020-09-27T02:00:00
104,2,11,64.58,29.89,172,2020-09-27T03:00:00
110,2,11,65.48,29.95,191,2020-09-27T04:00:00
192,6,11,60.51,40.15,172,2020-09-27T05:00:00
280,6,11,61.46,50.83,190,2020-09-27T06:00:00
377,6,11,62.59,62.47,182,2020-09-27T07:00:00
384,6,11,60.57,62.31,187,2020-09-27T08:00:00
368,6,11,59.87,62.31,238,2020-09-27T09:00:00
407,5,11,60.06,65.75,212,2020-09-27T10:00:00
358,6,11,59.07,68.08,215,2020-09-27T11:00:00
441,4,11,57.74,75.04,246,2020-09-27T12:00:00
482,2,11,56.42,82.44,232,2020-09-27T13:00:00
486,3,11,56.25,82.24,207,2020-09-27T14:00:00
457,4,11,55.65,81.58,229,2020-09-27T15:00:00
455,2,11,56.29,82.89,199,2020-09-27T16:00:00
458,2,11,56.12,84.74,210,2020-09-27T17:00:00
442,6,11,56.10,85.29,233,2020-09-27T18:00:00
408,6,11,54.80,75.14,207,2020-09-27T19:00:00
359,6,11,56.40,72.78,208,2020-09-27T20:00:00
439,6,11,56.43,80.01,210,2020-09-27T21:00:00
429,2,11,57.06,76.57,182,2020-09-27T22:00:00
419,6,11,59.07,72.89,209,2020-09-27T23:00:00
271,2,11,61.23,58.10,190,2020-09-28T00:00:00
200,2,11,63.58,43.72,191,2020-09-28T01:00:00
164,2,11,67.65,37.21,194,2020-09-28T02:00:00
137,2,11,69.73,34.47,183,2020-09-28T03:00:00
185,6,11,68.18,38.87,218,2020-09-28T04:00:00
344,2,11,62.20,61.56,198,2020-09-28T05:00:00
934,2,11,58.94,134.55,184,2020-09-28T06:00:00
1058,3,11,57.61,150.83,201,2020-09-28T07:00:00
891,4,11,54.82,124.17,222,2020-09-28T08:00:00
824,2,11,54.20,113.97,222,2020-09-28T09:00:00
802,1,11,54.22,105.57,180,2020-09-28T10:00:00
904,2,11,54.28,102.68,219,2020-09-28T11:00:00
932,1,11,54.26,111.62,218,2020-09-28T12:00:00
881,4,11,53.43,106.59,199,2020-09-28T13:00:00
991,1,11,53.34,108.64,190,2020-09-28T14:00:00
898,2,11,53.05,107.95,197,2020-09-28T15:00:00
748,1,11,52.48,100.44,205,2020-09-28T16:00:00
736,2,11,52.59,116.29,189,2020-09-28T17:00:00
846,1,11,51.35,130.29,215,2020-09-28T18:00:00
854,6,11,51.02,123.31,195,2020-09-28T19:00:00
723,6,11,54.42,110.62,193,2020-09-28T20:00:00
635,3,11,57.01,97.99,197,2020-09-28T21:00:00
479,5,11,57.53,83.32,194,2020-09-28T22:00:00
411,2,11,58.46,76.63,209,2020-09-28T23:00:00
317,2,11,60.07,63.36,207,2020-09-29T00:00:00
234,2,11,62.69,47.69,188,2020-09-29T01:00:00
167,6,11,66.72,39.21,231,2020-09-29T02:00:00
169,2,11,68.16,37.83,248,2020-09-29T03:00:00
206,4,11,66.35,40.76,213,2020-09-29T04:00:00
328,6,11,60.99,61.32,180,2020-09-29T05:00:00
903,6,11,58.42,133.45,198,2020-09-29T06:00:00
908,6,11,56.57,122.40,197,2020-09-29T07:00:00
897,1,11,53.51,110.77,200,2020-09-29T08:00:00
915,4,11,54.11,104.52,217,2020-09-29T09:00:00
828,1,11,53.79,98.61,198,2020-09-29T10:00:00
914,0,11,52.19,99.62,215,2020-09-29T11:00:00
915,2,11,50.54,106.57,195,2020-09-29T12:00:00
906,3,11,49.54,103.11,196,2020-09-29T13:00:00
908,4,11,50.21,96.93,201,2020-09-29T14:00:00
775,6,11,51.10,94.62,203,2020-09-29T15:00:00
738,6,11,52.47,99.99,184,2020-09-29T16:00:00
862,3,11,52.93,113.47,190,2020-09-29T17:00:00
958,3,11,51.93,127.04,201,2020-09-29T18:00:00
821,6,11,52.66,124.99,205,2020-09-29T19:00:00
671,5,11,55.17,111.96,198,2020-09-29T20:00:00
624,6,11,56.92,96.40,199,2020-09-29T21:00:00
479,6,11,57.60,84.42,192,2020-09-29T22:00:00
429,5,11,59.60,78.09,196,2020-09-29T23:00:00
325,5,11,60.48,63.84,193,2020-09-30T00:00:00
230,5,11,62.88,45.28,187,2020-09-30T01:00:00
169,6,11,66.65,40.79,217,2020-09-30T02:00:00
163,6,11,68.38,35.76,182,2020-09-30T03:00:00
204,6,11,67.19,40.94,199,2020-09-30T04:00:00
316,6,11,61.40,61.44,188,2020-09-30T05:00:00
927,6,11,58.42,132.87,199,2020-09-30T06:00:00
782,6,11,56.98,115.75,225,2020-09-30T07:00:00
616,6,11,53.44,91.12,200,2020-09-30T08:00:00
789,4,11,54.01,102.05,218,2020-09-30T09:00:00
816,1,11,54.38,93.97,198,2020-09-30T10:00:00
984,1,11,53.69,114.24,205,2020-09-30T11:00:00
1055,1,11,53.83,121.39,189,2020-09-30T12:00:00
1108,1,11,53.68,121.97,224,2020-09-30T13:00:00
1053,2,11,53.27,112.21,215,2020-09-30T14:00:00
1031,1,11,52.44,111.68,224,2020-09-30T15:00:00
851,1,11,52.37,109.14,187,2020-09-30T16:00:00
889,1,11,52.31,126.70,203,2020-09-30T17:00:00
942,5,11,51.26,129.87,192,2020-09-30T18:00:00
867,3,11,51.23,128.38,203,2020-09-30T19:00:00
711,3,11,53.89,117.06,194,2020-09-30T20:00:00
688,2,11,55.89,104.67,205,2020-09-30T21:00:00
532,2,11,56.32,89.43,210,2020-09-30T22:00:00
508,2,11,57.96,81.60,205,2020-09-30T23:00:00
429,2,11,59.05,68.57,198,2020-10-01T00:00:00
254,2,11,62.25,49.28,195,2020-10-01T01:00:00
174,2,11,66.29,40.62,203,2020-10-01T02:00:00
143,2,11,67.79,37.16,219,2020-10-01T03:00:00
204,2,11,66.19,39.75,183,2020-10-01T04:00:00
330,2,11,61.50,60.53,198,2020-10-01T05:00:00
940,6,11,58.69,134.29,195,2020-10-01T06:00:00
1083,3,11,57.15,158.94,201,2020-10-01T07:00:00
775,6,11,54.13,115.90,196,2020-10-01T08:00:00
855,2,11,54.01,105.85,197,2020-10-01T09:00:00
864,4,11,53.40,95.54,195,2020-10-01T10:00:00
965,1,11,53.86,107.56,213,2020-10-01T11:00:00
994,3,11,53.89,114.13,184,2020-10-01T12:00:00
863,2,11,53.48,103.09,197,2020-10-01T13:00:00
891,4,11,52.57,98.23,190,2020-10-01T14:00:00
771,3,11,51.90,88.92,197,2020-10-01T15:00:00
772,1,11,52.23,99.05,214,2020-10-01T16:00:00
754,1,11,51.48,107.00,227,2020-10-01T17:00:00
785,1,11,50.92,114.25,217,2020-10-01T18:00:00
862,4,11,51.17,126.08,207,2020-10-01T19:00:00
660,3,11,53.76,111.35,200,2020-10-01T20:00:00
713,6,11,56.06,104.00,248,2020-10-01T21:00:00
484,6,11,57.40,85.11,199,2020-10-01T22:00:00
399,2,11,58.06,72.38,185,2020-10-01T23:00:00
419,2,11,59.70,69.74,221,2020-10-02T00:00:00
238,6,11,62.00,48.80,188,2020-10-02T01:00:00
190,4,11,67.51,41.22,187,2020-10-02T02:00:00
155,6,11,68.47,35.02,238,2020-10-02T03:00:00
187,6,11,67.45,39.33,204,2020-10-02T04:00:00
294,6,11,61.10,55.00,195,2020-10-02T05:00:00
600,6,11,58.11,80.91,189,2020-10-02T06:00:00
24,6,11,57.93,14.20,142,2020-10-02T07:00:00
65,6,11,33.56,21.33,125,2020-10-02T08:00:00
124,5,11,43.70,26.99,171,2020-10-02T09:00:00
109,1,11,42.73,25.12,189,2020-10-02T10:00:00
91,6,11,33.15,27.43,103,2020-10-02T11:00:00
222,3,11,50.55,34.13,191,2020-10-02T12:00:00
867,3,11,54.73,101.55,232,2020-10-02T13:00:00
713,3,11,52.16,80.41,208,2020-10-02T14:00:00
697,1,11,50.93,77.16,190,2020-10-02T15:00:00
512,1,11,51.24,69.76,233,2020-10-02T16:00:00
480,2,11,50.62,73.22,195,2020-10-02T17:00:00
836,2,11,50.38,119.79,199,2020-10-02T18:00:00
747,2,11,51.09,125.68,223,2020-10-02T19:00:00
686,4,11,54.30,116.22,209,2020-10-02T20:00:00
675,5,11,56.15,105.69,228,2020-10-02T21:00:00
533,6,11,57.12,94.12,209,2020-10-02T22:00:00
454,6,11,58.51,85.02,192,2020-10-02T23:00:00
351,6,11,59.42,71.08,200,2020-10-03T00:00:00
241,5,11,61.40,50.91,200,2020-10-03T01:00:00
189,6,11,65.15,40.07,186,2020-10-03T02:00:00
160,6,11,67.26,36.08,188,2020-10-03T03:00:00
201,6,11,67.56,41.63,220,2020-10-03T04:00:00
282,6,11,62.30,54.26,177,2020-10-03T05:00:00
616,6,11,60.07,89.10,202,2020-10-03T06:00:00
1008,6,11,59.34,113.97,195,2020-10-03T07:00:00
928,6,11,57.47,114.56,233,2020-10-03T08:00:00
880,5,11,56.34,104.54,206,2020-10-03T09:00:00
960,3,11,55.02,105.63,205,2020-10-03T10:00:00
874,3,11,54.79,102.12,214,2020-10-03T11:00:00
816,5,11,53.87,101.09,205,2020-10-03T12:00:00
779,1,11,52.26,93.67,200,2020-10-03T13:00:00
560,2,11,51.53,86.23,190,2020-10-03T14:00:00
601,2,11,52.07,85.20,199,2020-10-03T15:00:00
573,5,11,52.78,92.51,207,2020-10-03T16:00:00
633,1,11,53.55,103.08,197,2020-10-03T17:00:00
579,4,11,54.06,98.64,199,2020-10-03T18:00:00
518,3,11,53.26,93.18,226,2020-10-03T19:00:00
471,6,11,54.88,84.78,194,2020-10-03T20:00:00
384,6,11,55.83,77.93,190,2020-10-03T21:00:00
402,6,11,56.77,71.71,201,2020-10-03T22:00:00
407,6,11,57.96,71.03,190,2020-10-03T23:00:00
326,1,11,58.76,62.77,209,2020-10-04T00:00:00
203,6,11,60.14,44.46,214,2020-10-04T01:00:00
114,6,11,63.69,33.80,204,2020-10-04T02:00:00
89,6,11,67.68,28.01,246,2020-10-04T03:00:00
113,6,11,68.39,29.15,186,2020-10-04T04:00:00
216,6,11,63.05,39.51,182,2020-10-04T05:00:00
309,6,11,62.97,50.34,199,2020-10-04T06:00:00
357,2,11,62.37,65.16,183,2020-10-04T07:00:00
327,6,11,61.12,60.90,214,2020-10-04T08:00:00
376,4,11,60.53,63.54,228,2020-10-04T09:00:00
370,5,11,59.82,65.62,185,2020-10-04T10:00:00
376,2,11,59.26,66.52,227,2020-10-04T11:00:00
397,3,11,58.22,71.21,223,2020-10-04T12:00:00
440,6,11,56.88,78.41,202,2020-10-04T13:00:00
442,3,11,55.46,80.30,233,2020-10-04T14:00:00
468,2,11,55.31,80.49,201,2020-10-04T15:00:00
426,2,11,55.70,81.85,213,2020-10-04T16:00:00
437,2,11,55.97,77.35,225,2020-10-04T17:00:00
413,2,11,55.37,73.72,243,2020-10-04T18:00:00
410,2,11,53.23,72.94,202,2020-10-04T19:00:00
387,6,11,54.35,72.21,233,2020-10-04T20:00:00
351,6,11,54.94,73.01,197,2020-10-04T21:00:00
390,3,11,57.08,73.38,210,2020-10-04T22:00:00
369,6,11,58.39,72.39,198,2020-10-04T23:00:00
301,6,11,60.53,61.59,199,2020-10-05T00:00:00
190,6,11,63.05,46.25,195,2020-10-05T01:00:00
160,6,11,68.17,37.64,200,2020-10-05T02:00:00
144,6,11,67.61,33.87,182,2020-10-05T03:00:00
184,6,11,69.26,38.83,185,2020-10-05T04:00:00
325,6,11,62.74,61.16,186,2020-10-05T05:00:00
934,6,11,58.53,130.29,198,2020-10-05T06:00:00
942,6,11,57.02,132.69,195,2020-10-05T07:00:00
648,2,11,53.09,102.50,211,2020-10-05T08:00:00
588,4,11,54.10,88.13,205,2020-10-05T09:00:00
588,1,11,54.00,84.98,232,2020-10-05T10:00:00
630,1,11,53.67,85.63,221,2020-10-05T11:00:00
642,4,11,53.73,92.69,196,2020-10-05T12:00:00
738,1,11,53.43,91.58,243,2020-10-05T13:00:00
732,1,11,52.55,85.05,190,2020-10-05T14:00:00
633,3,11,51.98,81.20,201,2020-10-05T15:00:00
528,1,11,51.66,80.24,194,2020-10-05T16:00:00
594,5,11,51.72,91.17,193,2020-10-05T17:00:00
565,3,11,49.57,84.33,212,2020-10-05T18:00:00
719,4,11,51.09,101.16,200,2020-10-05T19:00:00
616,3,11,54.28,102.23,186,2020-10-05T20:00:00
582,6,11,56.49,95.26,216,2020-10-05T21:00:00
428,3,11,57.56,83.64,190,2020-10-05T22:00:00
442,3,11,58.84,75.26,181,2020-10-05T23:00:00
375,2,11,60.51,65.06,201,2020-10-06T00:00:00
221,6,11,62.70,46.11,206,2020-10-06T01:00:00
173,2,11,66.01,39.18,198,2020-10-06T02:00:00
171,3,11,69.62,38.14,180,2020-10-06T03:00:00
229,2,11,67.19,43.15,184,2020-10-06T04:00:00
320,2,11,61.15,61.71,180,2020-10-06T05:00:00
927,2,11,58.39,130.63,194,2020-10-06T06:00:00
1004,2,11,56.74,142.46,204,2020-10-06T07:00:00
743,2,11,53.62,109.76,227,2020-10-06T08:00:00
759,2,11,53.55,105.29,248,2020-10-06T09:00:00
874,1,11,54.07,101.19,192,2020-10-06T10:00:00
910,2,11,53.34,96.74,194,2020-10-06T11:00:00
994,4,11,53.14,104.42,218,2020-10-06T12:00:00
871,5,11,53.55,101.82,212,2020-10-06T13:00:00
845,2,11,52.60,96.92,196,2020-10-06T14:00:00
757,5,11,52.60,91.82,207,2020-10-06T15:00:00
617,2,11,52.01,86.27,195,2020-10-06T16:00:00
634,1,11,51.54,96.11,205,2020-10-06T17:00:00
781,3,11,50.46,99.42,198,2020-10-06T18:00:00
707,2,11,51.02,109.98,194,2020-10-06T19:00:00
605,2,11,54.27,106.23,206,2020-10-06T20:00:00
532,2,11,56.29,93.02,207,2020-10-06T21:00:00
475,2,11,57.53,83.68,193,2020-10-06T22:00:00
486,4,11,58.42,75.11,222,2020-10-06T23:00:00
377,6,11,59.67,64.05,213,2020-10-07T00:00:00
238,6,11,61.66,47.12,218,2020-10-07T01:00:00
188,2,11,66.94,39.89,235,2020-10-07T02:00:00
166,2,11,67.62,36.50,208,2020-10-07T03:00:00
193,2,11,66.62,39.90,191,2020-10-07T04:00:00
312,6,11,61.19,58.93,178,2020-10-07T05:00:00
917,6,11,58.54,130.21,182,2020-10-07T06:00:00
931,6,11,56.67,132.15,192,2020-10-07T07:00:00
748,4,11,54.06,107.52,201,2020-10-07T08:00:00
754,3,11,53.39,89.95,209,2020-10-07T09:00:00
906,3,11,54.00,94.06,228,2020-10-07T10:00:00
804,1,11,53.59,93.69,190,2020-10-07T11:00:00
914,1,11,53.74,105.68,190,2020-10-07T12:00:00
779,4,11,53.10,90.89,199,2020-10-07T13:00:00
768,3,11,51.97,86.71,192,2020-10-07T14:00:00
688,1,11,51.47,81.38,198,2020-10-07T15:00:00
756,2,11,51.97,100.97,209,2020-10-07T16:00:00
730,2,11,51.73,106.78,216,2020-10-07T17:00:00
810,5,11,49.87,101.17,194,2020-10-07T18:00:00
673,6,11,49.88,107.30,216,2020-10-07T19:00:00
647,6,11,52.45,108.43,220,2020-10-07T20:00:00
619,6,11,55.93,99.51,208,2020-10-07T21:00:00
508,6,11,57.09,86.40,221,2020-10-07T22:00:00
430,6,11,58.71,78.55,207,2020-10-07T23:00:00
338,2,11,59.90,67.23,201,2020-10-08T00:00:00
228,3,11,62.18,48.61,214,2020-10-08T01:00:00
171,4,11,65.63,39.55,215,2020-10-08T02:00:00
173,5,11,65.88,36.80,181,2020-10-08T03:00:00
213,6,11,64.33,38.57,178,2020-10-08T04:00:00
364,6,11,59.70,63.19,180,2020-10-08T05:00:00
918,6,11,56.83,132.13,187,2020-10-08T06:00:00
973,6,11,56.31,136.31,206,2020-10-08T07:00:00
698,2,11,53.93,106.55,192,2020-10-08T08:00:00
762,4,11,54.12,101.70,197,2020-10-08T09:00:00
858,3,11,53.94,98.67,189,2020-10-08T10:00:00
882,2,11,52.94,92.52,193,2020-10-08T11:00:00
975,6,11,53.03,98.01,182,2020-10-08T12:00:00
873,2,11,53.59,96.60,189,2020-10-08T13:00:00
924,1,11,52.21,90.54,185,2020-10-08T14:00:00
779,2,11,51.31,78.47,191,2020-10-08T15:00:00
695,4,11,50.77,89.17,173,2020-10-08T16:00:00
678,2,11,50.73,103.20,188,2020-10-08T17:00:00
731,6,11,48.87,100.55,179,2020-10-08T18:00:00
791,2,11,49.50,110.71,165,2020-10-08T19:00:00
694,6,11,53.31,109.86,171,2020-10-08T20:00:00
599,6,11,54.04,95.58,166,2020-10-08T21:00:00
506,4,11,55.64,86.36,185,2020-10-08T22:00:00
419,6,11,57.92,77.99,176,2020-10-08T23:00:00
288,3,11,59.07,61.37,183,2020-10-09T00:00:00
228,6,11,62.16,47.10,187,2020-10-09T01:00:00
185,6,11,65.56,38.90,176,2020-10-09T02:00:00
156,6,11,67.27,36.56,188,2020-10-09T03:00:00
190,6,11,66.21,39.83,171,2020-10-09T04:00:00
345,6,11,60.88,60.49,187,2020-10-09T05:00:00
922,6,11,58.14,132.61,185,2020-10-09T06:00:00
1105,6,11,57.12,151.52,192,2020-10-09T07:00:00
852,6,11,54.97,120.81,193,2020-10-09T08:00:00
818,2,11,55.33,109.58,213,2020-10-09T09:00:00
719,4,11,54.80,99.58,201,2020-10-09T10:00:00
681,2,11,54.30,93.77,199,2020-10-09T11:00:00
980,2,11,54.30,112.00,193,2020-10-09T12:00:00
799,4,11,54.51,100.66,206,2020-10-09T13:00:00
767,1,11,52.18,90.04,198,2020-10-09T14:00:00
786,3,11,51.24,88.47,181,2020-10-09T15:00:00
660,2,11,49.23,91.59,186,2020-10-09T16:00:00
415,2,11,47.21,72.30,198,2020-10-09T17:00:00
487,6,11,44.94,68.84,163,2020-10-09T18:00:00
758,2,11,47.91,112.76,188,2020-10-09T19:00:00
712,6,11,51.91,116.32,188,2020-10-09T20:00:00
671,6,11,54.49,98.68,188,2020-10-09T21:00:00
629,6,11,55.95,94.26,189,2020-10-09T22:00:00
468,6,11,57.82,85.92,184,2020-10-09T23:00:00
360,6,11,59.37,69.51,186,2020-10-10T00:00:00
243,6,11,61.15,50.32,218,2020-10-10T01:00:00
211,6,11,64.07,40.41,186,2020-10-10T02:00:00
173,6,11,66.45,38.05,195,2020-10-10T03:00:00
194,6,11,66.68,40.85,183,2020-10-10T04:00:00
283,6,11,61.61,53.71,184,2020-10-10T05:00:00
635,6,11,59.34,91.66,181,2020-10-10T06:00:00
971,6,11,58.92,121.41,190,2020-10-10T07:00:00
988,6,11,58.02,118.60,205,2020-10-10T08:00:00
983,6,11,56.50,113.99,188,2020-10-10T09:00:00
1018,5,11,55.61,109.81,198,2020-10-10T10:00:00
946,6,11,54.75,105.91,201,2020-10-10T11:00:00
912,5,11,54.31,108.97,213,2020-10-10T12:00:00
775,1,11,52.82,99.48,193,2020-10-10T13:00:00
663,5,11,51.54,91.59,200,2020-10-10T14:00:00
687,1,11,51.82,94.69,211,2020-10-10T15:00:00
597,2,11,52.57,93.00,200,2020-10-10T16:00:00
585,2,11,53.02,93.90,208,2020-10-10T17:00:00
541,4,11,52.61,89.77,194,2020-10-10T18:00:00
449,2,11,53.27,81.16,201,2020-10-10T19:00:00
496,5,11,54.87,86.76,195,2020-10-10T20:00:00
428,6,11,56.53,76.91,234,2020-10-10T21:00:00
389,6,11,56.30,74.04,192,2020-10-10T22:00:00
398,2,11,58.09,72.31,214,2020-10-10T23:00:00
339,5,11,59.61,63.14,184,2020-10-11T00:00:00
200,6,11,60.69,44.15,187,2020-10-11T01:00:00
118,6,11,62.28,32.21,212,2020-10-11T02:00:00
101,6,11,65.74,28.91,239,2020-10-11T03:00:00
109,6,11,69.16,30.61,199,2020-10-11T04:00:00
189,6,11,63.98,39.34,202,2020-10-11T05:00:00
274,6,11,62.49,50.56,178,2020-10-11T06:00:00
386,6,11,62.82,64.66,187,2020-10-11T07:00:00
360,6,11,61.54,60.67,188,2020-10-11T08:00:00
384,6,11,60.00,60.08,217,2020-10-11T09:00:00
381,6,11,59.50,64.38,220,2020-10-11T10:00:00
415,6,11,58.87,68.33,229,2020-10-11T11:00:00
411,6,11,57.81,73.22,203,2020-10-11T12:00:00
388,6,11,56.38,71.09,207,2020-10-11T13:00:00
381,2,11,54.11,67.43,198,2020-10-11T14:00:00
426,3,11,54.86,73.66,249,2020-10-11T15:00:00
343,6,11,54.20,67.24,235,2020-10-11T16:00:00
345,6,11,53.95,66.28,227,2020-10-11T17:00:00
397,6,11,54.58,69.27,220,2020-10-11T18:00:00
375,6,11,52.73,64.49,186,2020-10-11T19:00:00
451,6,11,54.71,77.85,201,2020-10-11T20:00:00
410,6,11,56.68,77.08,194,2020-10-11T21:00:00
396,6,11,57.51,73.34,192,2020-10-11T22:00:00
367,4,11,59.75,70.57,213,2020-10-11T23:00:00
278,2,11,61.16,57.58,208,2020-10-12T00:00:00
207,6,11,65.21,43.08,219,2020-10-12T01:00:00
152,1,11,68.01,38.41,215,2020-10-12T02:00:00
134,6,11,69.45,33.48,186,2020-10-12T03:00:00
166,2,11,68.92,37.19,188,2020-10-12T04:00:00
353,2,11,61.57,61.26,188,2020-10-12T05:00:00
918,2,11,58.64,129.80,188,2020-10-12T06:00:00
862,4,11,56.37,125.48,207,2020-10-12T07:00:00
404,2,11,49.21,62.29,197,2020-10-12T08:00:00
597,2,11,53.58,84.71,209,2020-10-12T09:00:00
689,1,11,54.19,90.67,211,2020-10-12T10:00:00
640,1,11,53.62,86.90,248,2020-10-12T11:00:00
696,2,11,53.27,92.17,191,2020-10-12T12:00:00
652,3,11,52.61,78.61,209,2020-10-12T13:00:00
793,3,11,51.84,83.40,206,2020-10-12T14:00:00
620,1,11,51.47,76.55,188,2020-10-12T15:00:00
612,4,11,51.67,76.83,186,2020-10-12T16:00:00
598,3,11,51.06,80.39,206,2020-10-12T17:00:00
689,2,11,50.17,93.70,212,2020-10-12T18:00:00
621,6,11,50.74,97.59,212,2020-10-12T19:00:00
519,2,11,54.07,92.02,209,2020-10-12T20:00:00
549,6,11,57.25,88.78,201,2020-10-12T21:00:00
482,6,11,57.56,86.17,205,2020-10-12T22:00:00
485,6,11,59.26,73.98,197,2020-10-12T23:00:00
404,6,11,60.21,62.98,225,2020-10-13T00:00:00
202,6,11,62.74,45.79,205,2020-10-13T01:00:00
189,2,11,66.70,39.44,194,2020-10-13T02:00:00
151,6,11,68.58,35.96,180,2020-10-13T03:00:00
190,6,11,66.96,39.25,197,2020-10-13T04:00:00
327,6,11,60.73,60.02,195,2020-10-13T05:00:00
874,6,11,58.16,128.99,199,2020-10-13T06:00:00
1007,6,11,56.83,134.98,202,2020-10-13T07:00:00
525,2,11,51.50,79.29,209,2020-10-13T08:00:00
738,2,11,53.44,99.46,194,2020-10-13T09:00:00
721,1,11,52.70,87.70,184,2020-10-13T10:00:00
683,1,11,52.90,90.32,195,2020-10-13T11:00:00
857,1,11,53.08,105.44,210,2020-10-13T12:00:00
816,2,11,52.85,92.94,207,2020-10-13T13:00:00
848,3,11,51.84,91.95,223,2020-10-13T14:00:00
676,1,11,51.02,80.00,213,2020-10-13T15:00:00
564,2,11,49.20,81.09,214,2020-10-13T16:00:00
544,3,11,46.68,75.73,196,2020-10-13T17:00:00
579,5,11,46.18,84.58,172,2020-10-13T18:00:00
702,5,11,48.83,108.91,181,2020-10-13T19:00:00
636,6,11,53.83,99.45,186,2020-10-13T20:00:00
620,6,11,56.49,98.13,200,2020-10-13T21:00:00
459,6,11,57.20,81.39,193,2020-10-13T22:00:00
393,6,11,58.97,71.95,186,2020-10-13T23:00:00
299,6,11,60.18,60.00,189,2020-10-14T00:00:00
197,6,11,61.89,43.75,202,2020-10-14T01:00:00
159,6,11,66.17,38.04,190,2020-10-14T02:00:00
172,6,11,68.04,36.84,199,2020-10-14T03:00:00
187,6,11,66.88,39.10,201,2020-10-14T04:00:00
357,6,11,60.79,61.65,201,2020-10-14T05:00:00
876,6,11,58.31,126.97,205,2020-10-14T06:00:00
932,6,11,56.67,133.97,217,2020-10-14T07:00:00
919,2,11,53.78,124.97,214,2020-10-14T08:00:00
930,2,11,54.10,119.25,207,2020-10-14T09:00:00
1074,2,11,54.02,114.99,201,2020-10-14T10:00:00
929,6,11,53.41,106.16,220,2020-10-14T11:00:00
1045,6,11,53.43,110.10,229,2020-10-14T12:00:00
1029,2,11,53.34,110.33,189,2020-10-14T13:00:00
902,2,11,52.53,103.25,193,2020-10-14T14:00:00
783,5,11,52.20,95.92,192,2020-10-14T15:00:00
842,4,11,52.69,102.75,195,2020-10-14T16:00:00
668,0,11,51.83,97.24,204,2020-10-14T17:00:00
698,2,11,50.52,100.48,199,2020-10-14T18:00:00
693,3,11,50.78,103.00,192,2020-10-14T19:00:00
583,5,11,54.20,89.86,195,2020-10-14T20:00:00
600,6,11,56.14,88.60,197,2020-10-14T21:00:00
474,6,11,57.33,82.80,189,2020-10-14T22:00:00
486,6,11,58.35,74.68,184,2020-10-14T23:00:00
398,6,11,59.56,64.85,222,2020-10-15T00:00:00
230,2,11,61.85,48.08,199,2020-10-15T01:00:00
172,4,11,65.21,41.30,178,2020-10-15T02:00:00
152,6,11,66.99,36.93,195,2020-10-15T03:00:00
180,6,11,66.76,38.82,186,2020-10-15T04:00:00
348,2,11,61.19,61.64,197,2020-10-15T05:00:00
903,6,11,58.01,130.76,191,2020-10-15T06:00:00
1003,2,11,56.52,140.06,205,2020-10-15T07:00:00
