max_number_of_vehicles,minimum_speed,min_number_of_vehicles,average_speed,avg_number_of_vehicles,maximum_speed,date,average_felt_temperature,average_road_temperature,minimum_felt_temperature,minimum_precipitation,maximum_humidity,maximum_felt_temperature,maximum_precipitation,maximum_temperature,average_humidity,average_wind,average_directionofwind,minimum_temperature,average_temperature,maximum_road_temperature,minimum_humidity,minimum_directionofwind,minimum_wind,maximum_directionofwind,minimum_road_temperature,maximum_wind,average_precipitation
242,6,11,63.48,45.16,179,2020-08-05 01:00:00,22.72,26.06,18.35,0.0,100.0,25.91,0.02,23.82,81.65,1.61,89.19,17.96,21.33,32.5,36.98,0.0,0.0,359.0,22.0,5.72,0.0
203,6,11,67.73,39.58,176,2020-08-05 02:00:00,22.57,25.77,17.87,0.0,100.0,25.7,20.0,23.48,81.37,1.58,81.62,17.68,21.19,32.5,35.48,0.0,0.0,359.0,21.6,6.72,0.23
183,6,11,70.35,36.22,182,2020-08-05 03:00:00,22.76,25.7,17.65,0.0,100.0,27.62,20.0,23.92,80.25,1.6,83.79,17.63,21.3,32.5,37.25,0.0,0.0,355.0,21.7,5.5,0.2
203,6,11,69.47,40.76,186,2020-08-05 04:00:00,24.43,26.88,19.62,0.0,100.0,27.16,0.01,25.24,75.73,1.86,89.87,18.51,22.8,32.5,61.56,0.0,0.0,359.0,22.0,6.99,0.0
348,6,11,62.22,60.6,195,2020-08-05 05:00:00,25.79,29.7,21.02,0.0,100.0,27.98,19.59,26.99,68.96,2.8,88.01,20.41,24.37,36.0,54.91,0.0,0.0,358.0,23.7,8.26,0.62
859,6,11,60.46,122.23,190,2020-08-05 06:00:00,26.5,32.86,22.44,0.0,100.0,29.17,60.0,28.09,64.34,3.32,86.36,21.71,25.27,42.4,50.65,1.0,0.0,356.0,27.4,9.57,0.15
964,6,11,59.23,133.53,191,2020-08-05 07:00:00,27.11,36.49,23.32,0.0,100.0,32.49,60.0,28.26,60.92,3.52,90.75,22.39,26.06,46.7,47.27,0.0,0.0,359.0,27.6,8.77,1.28
822,2,11,57.59,110.84,197,2020-08-05 08:00:00,27.78,44.57,24.33,0.0,100.0,34.83,60.0,29.85,56.9,3.69,90.26,23.21,26.84,54.0,41.79,1.0,0.0,354.0,27.6,10.21,1.5
813,6,11,56.37,100.19,199,2020-08-05 09:00:00,28.22,48.04,24.98,0.0,100.0,37.23,60.0,30.13,53.55,3.88,95.9,23.89,27.39,57.7,37.32,1.0,0.0,356.0,40.8,11.81,1.71
845,2,11,55.45,101.05,217,2020-08-05 10:00:00,28.56,50.47,25.14,0.0,100.0,39.15,60.0,31.05,51.41,3.91,92.72,24.03,27.83,60.2,34.88,0.0,0.0,358.0,43.4,10.69,1.34
848,3,11,54.68,99.9,219,2020-08-05 11:00:00,28.7,50.64,25.44,0.0,100.0,38.6,60.0,31.31,52.55,3.92,101.52,24.17,27.89,60.9,29.17,0.0,0.0,358.0,35.6,11.81,1.24
879,2,11,55.02,106.45,199,2020-08-05 12:00:00,28.72,50.13,25.09,0.0,100.0,38.42,60.0,31.68,54.53,3.95,107.34,24.24,27.78,60.5,36.44,0.0,0.0,358.0,35.1,12.13,1.17
907,0,11,55.2,108.65,205,2020-08-05 13:00:00,28.37,47.77,24.64,0.0,100.0,38.04,60.0,31.34,55.28,4.04,102.6,23.69,27.45,58.2,35.9,0.0,0.0,355.0,36.7,12.05,1.22
868,6,11,54.52,103.41,196,2020-08-05 14:00:00,27.87,43.63,24.47,0.0,100.0,34.87,60.0,30.65,56.09,4.18,88.38,23.49,26.94,54.7,36.3,0.0,0.0,359.0,35.8,11.73,2.21
837,1,11,54.04,100.54,202,2020-08-05 15:00:00,27.26,38.82,23.05,0.0,100.0,32.58,60.0,29.98,60.97,3.94,88.83,22.46,26.18,48.9,34.54,0.0,0.0,359.0,31.7,12.05,2.23
778,3,11,54.39,102.54,210,2020-08-05 16:00:00,26.43,34.46,21.95,0.0,100.0,29.88,60.0,28.09,68.47,3.49,84.65,21.44,25.17,42.7,43.98,0.0,0.0,358.0,29.1,13.01,1.95
779,1,11,54.83,113.67,195,2020-08-05 17:00:00,25.59,31.24,21.07,0.0,100.0,27.85,60.0,26.98,73.42,2.74,85.77,20.69,24.12,36.9,57.03,0.0,0.0,356.0,26.7,9.33,1.35
928,1,11,53.82,129.93,212,2020-08-05 18:00:00,24.82,29.23,20.31,0.0,100.0,27.25,60.0,25.83,77.48,2.44,87.65,20.21,23.33,33.1,62.68,1.0,0.0,355.0,25.0,9.09,0.53
771,3,11,55.31,120.49,203,2020-08-05 19:00:00,24.42,27.9,20.24,0.0,100.0,27.13,21.5,25.32,80.89,2.3,89.3,19.8,22.86,30.9,65.31,0.0,0.0,355.0,24.3,8.37,0.23
582,3,11,56.81,98.65,206,2020-08-05 20:00:00,23.96,26.91,19.66,0.0,100.0,27.29,60.0,24.98,84.93,1.56,96.2,19.12,22.36,29.4,67.77,0.0,0.0,359.0,23.8,5.2,0.56
540,6,11,56.61,90.93,221,2020-08-05 21:00:00,23.54,26.11,19.3,0.0,100.0,26.64,60.0,24.63,87.55,1.65,101.21,18.84,22.01,28.6,71.15,0.0,0.0,359.0,23.1,5.75,1.3
438,6,11,57.44,79.35,198,2020-08-05 22:00:00,23.29,25.48,19.22,0.0,100.0,26.45,60.0,24.56,89.1,1.94,88.51,18.84,21.83,27.9,74.54,0.0,0.0,359.0,22.7,6.4,0.78
401,2,11,58.41,72.66,207,2020-08-05 23:00:00,23.32,25.05,18.98,0.0,100.0,26.43,0.03,24.49,88.6,1.74,89.27,18.77,21.86,27.5,75.22,0.0,0.0,359.0,22.2,6.53,0.0
296,6,11,60.4,63.24,194,2020-08-06 00:00:00,23.11,24.64,18.72,0.0,100.0,26.09,0.02,24.15,88.75,1.67,84.63,18.64,21.65,27.3,75.83,0.0,0.0,358.0,22.1,6.37,0.0
251,1,11,63.17,46.65,189,2020-08-06 01:00:00,22.91,24.26,18.27,0.0,100.0,25.81,0.02,23.88,89.02,1.61,91.0,18.01,21.51,26.8,75.76,0.0,0.0,359.0,21.8,6.96,0.0
207,1,11,66.26,38.87,188,2020-08-06 02:00:00,22.9,23.95,18.1,0.0,100.0,25.73,20.0,23.61,89.21,1.67,84.82,18.02,21.48,26.8,76.3,0.0,0.0,359.0,21.7,6.94,0.37
173,6,11,69.49,36.52,188,2020-08-06 03:00:00,23.18,23.99,17.73,0.0,100.0,26.31,20.0,24.33,88.96,1.7,92.16,17.7,21.69,26.8,75.76,0.0,0.0,359.0,21.6,6.19,0.17
197,6,11,67.57,37.44,192,2020-08-06 04:00:00,24.55,25.9,19.8,0.0,100.0,27.47,60.0,26.03,85.01,1.88,97.98,18.74,22.98,32.0,70.77,0.0,0.0,359.0,22.2,8.51,0.25
308,6,11,61.61,59.06,228,2020-08-06 05:00:00,26.05,29.74,21.33,0.0,100.0,28.72,20.0,26.82,79.27,2.63,85.38,20.75,24.57,35.6,64.7,1.0,0.0,355.0,24.4,8.13,0.46
871,6,11,60.18,125.08,206,2020-08-06 06:00:00,27.24,33.92,23.08,0.0,100.0,33.01,60.0,28.36,74.23,3.13,86.06,22.39,25.73,43.2,57.63,0.0,0.0,354.0,28.0,9.97,0.65
946,6,11,58.37,128.98,209,2020-08-06 07:00:00,28.09,38.06,23.97,0.0,100.0,34.02,60.0,29.04,70.44,3.44,91.12,22.94,26.49,48.5,52.08,0.0,0.0,355.0,30.5,9.81,1.31
909,4,11,56.78,112.26,209,2020-08-06 08:00:00,28.84,41.6,24.13,0.0,100.0,36.17,60.0,30.7,68.24,3.52,102.69,23.08,27.07,54.2,51.0,1.0,0.0,356.0,33.8,9.09,2.02
944,1,11,56.77,107.04,216,2020-08-06 09:00:00,29.47,44.95,24.67,0.0,100.0,39.26,60.0,30.93,66.86,3.74,94.83,23.69,27.51,58.0,48.57,1.0,0.0,358.0,36.5,9.63,1.34
947,1,11,55.25,103.29,208,2020-08-06 10:00:00,29.56,46.85,25.48,0.0,100.0,37.54,60.0,31.03,66.47,4.14,100.73,24.17,27.66,58.4,48.84,2.0,0.61,355.0,37.6,9.55,2.33
933,1,11,54.77,99.39,215,2020-08-06 11:00:00,26.92,49.2,26.5,0.0,76.68,27.34,0.0,26.77,70.79,3.13,164.0,25.43,26.1,50.3,64.89,5.0,2.53,323.0,48.1,3.73,0.0
970,1,11,54.0,109.58,206,2020-08-06 12:00:00,29.93,48.17,25.17,0.0,100.0,38.12,60.0,31.56,66.46,4.26,86.14,24.04,27.82,59.9,49.31,0.0,0.0,359.0,37.8,12.29,0.76
948,1,11,53.8,105.66,231,2020-08-06 13:00:00,29.8,44.64,24.67,0.0,100.0,41.38,60.0,31.66,65.84,4.31,95.63,23.76,27.77,57.5,48.5,0.0,0.0,355.0,0.0,13.73,1.36
809,1,11,53.07,93.51,214,2020-08-06 14:00:00,29.04,42.5,24.29,0.0,100.0,38.75,60.0,31.73,66.1,4.36,82.52,23.42,27.3,54.0,46.87,0.0,0.0,358.0,0.0,14.05,2.39
883,1,11,53.7,104.44,199,2020-08-06 15:00:00,28.34,38.02,23.42,0.0,100.0,35.41,61.0,30.79,67.89,4.25,82.45,22.73,26.79,48.2,43.21,0.0,0.0,355.0,32.4,13.73,2.33
768,1,11,53.87,104.61,194,2020-08-06 16:00:00,27.11,34.1,22.42,0.0,100.0,33.83,60.0,28.93,73.61,3.64,82.42,21.64,25.73,42.6,41.17,0.0,0.0,355.0,29.8,11.49,1.97
791,1,11,54.32,117.38,190,2020-08-06 17:00:00,26.19,31.13,21.39,0.0,100.0,28.85,60.0,27.38,82.1,3.13,81.99,20.89,24.7,36.7,57.03,1.0,0.0,358.0,27.8,8.8,1.54
797,1,11,53.68,126.6,202,2020-08-06 18:00:00,25.7,29.4,21.05,0.0,100.0,27.97,60.0,26.3,86.71,3.05,83.92,20.69,24.16,33.2,67.74,1.0,0.0,359.0,26.5,8.53,1.05
794,6,11,55.15,118.86,198,2020-08-06 19:00:00,25.43,28.3,20.73,0.0,100.0,27.51,20.0,25.97,88.9,2.67,91.22,20.48,23.91,31.2,74.39,0.0,0.0,358.0,0.0,8.92,0.21
618,1,11,56.22,98.62,205,2020-08-06 20:00:00,25.36,27.72,20.55,0.0,100.0,27.76,60.0,25.79,89.87,2.42,89.77,20.21,23.8,30.7,76.56,0.0,0.0,359.0,25.3,8.57,0.45
544,6,11,55.97,92.86,223,2020-08-06 21:00:00,25.15,26.96,20.56,0.0,100.0,27.31,60.0,25.84,90.25,2.51,87.57,20.41,23.66,29.6,77.77,0.0,0.0,357.0,24.7,11.81,1.43
485,4,11,57.53,82.82,191,2020-08-06 22:00:00,24.91,26.22,20.45,0.0,100.0,27.33,60.0,25.57,91.09,2.45,90.69,20.41,23.39,28.8,78.21,0.0,0.0,359.0,0.0,11.17,0.95
429,1,11,58.24,77.35,191,2020-08-06 23:00:00,24.64,25.78,20.41,0.0,100.0,27.44,20.0,25.3,91.43,2.27,91.1,20.14,23.11,35.6,79.93,0.0,0.0,359.0,23.7,9.41,0.01
322,6,11,59.39,66.05,188,2020-08-07 00:00:00,24.48,25.25,20.26,0.0,100.0,27.17,20.0,25.17,90.53,2.25,84.84,20.07,22.98,28.0,79.47,0.0,0.0,355.0,23.2,8.61,0.02
250,6,11,62.63,47.55,209,2020-08-07 01:00:00,24.34,24.8,20.34,0.0,100.0,27.01,20.0,24.83,90.18,2.26,80.6,20.07,22.84,27.2,79.3,0.0,0.0,356.0,22.8,10.05,0.64
219,6,11,65.73,40.13,191,2020-08-07 02:00:00,24.27,24.44,20.32,0.0,100.0,26.89,20.0,24.63,90.18,2.31,81.58,20.21,22.74,27.0,79.36,0.0,0.0,356.0,22.7,9.65,0.27
178,6,11,69.49,37.89,190,2020-08-07 03:00:00,24.48,24.6,20.52,0.0,100.0,27.02,20.0,25.01,89.78,2.02,90.16,20.21,22.91,27.5,77.56,0.0,0.0,355.0,22.6,9.72,0.22
198,6,11,69.38,40.34,182,2020-08-07 04:00:00,25.35,26.41,21.4,0.0,100.0,27.68,20.0,26.07,86.99,2.2,91.85,20.62,23.81,30.4,73.55,1.0,0.0,355.0,23.5,9.14,0.25
321,6,11,61.67,57.08,193,2020-08-07 05:00:00,26.32,29.62,22.35,0.0,100.0,28.94,20.0,27.04,81.96,2.81,85.6,21.64,24.86,34.8,67.39,1.0,0.0,355.0,25.3,9.14,0.21
839,6,11,59.73,122.98,193,2020-08-07 06:00:00,27.42,33.35,23.31,0.0,100.0,30.98,60.0,28.37,77.27,2.83,91.52,22.39,25.78,40.1,61.56,0.0,0.0,355.0,28.4,8.74,0.38
941,6,11,58.48,133.4,220,2020-08-07 07:00:00,29.01,38.67,23.96,0.0,100.0,36.17,60.0,30.25,73.09,2.97,85.37,22.94,26.88,48.1,56.01,0.0,0.0,359.0,29.7,9.97,0.72
781,3,11,56.29,115.12,234,2020-08-07 08:00:00,30.09,43.55,25.44,0.0,100.0,42.28,60.0,31.2,69.2,3.16,112.27,24.1,27.69,54.4,51.08,0.0,0.0,357.0,20.3,9.49,1.54
958,6,11,56.32,107.87,191,2020-08-07 09:00:00,31.19,47.56,25.98,0.0,100.0,45.41,60.0,32.27,66.53,3.14,125.62,24.58,28.47,57.8,49.88,0.0,0.0,359.0,33.4,9.73,0.94
880,1,11,54.82,102.99,226,2020-08-07 10:00:00,31.88,50.31,26.03,0.0,100.0,49.05,60.0,33.69,64.82,3.33,144.16,24.99,28.98,60.4,45.06,0.0,0.0,358.0,40.2,10.77,1.58
973,1,11,54.53,107.67,186,2020-08-07 11:00:00,32.18,51.02,26.16,0.0,100.0,49.1,60.0,34.32,64.01,3.67,133.06,25.2,29.26,61.6,43.56,0.0,0.0,359.0,40.2,10.58,1.47
1041,2,11,55.13,113.53,202,2020-08-07 12:00:00,32.26,50.18,26.0,0.0,100.0,49.45,60.0,34.62,64.58,3.89,113.7,25.06,29.25,61.7,39.29,0.0,0.0,359.0,43.5,11.81,1.25
1014,3,11,55.45,114.94,209,2020-08-07 13:00:00,31.71,47.53,25.83,0.0,100.0,46.75,60.0,34.32,67.07,4.0,103.63,24.58,28.71,59.7,43.9,0.0,0.0,359.0,30.1,12.29,1.25
768,1,11,53.88,98.67,200,2020-08-07 14:00:00,30.48,43.65,24.92,0.0,100.0,46.75,60.0,32.99,66.0,4.07,97.65,23.9,28.14,55.2,38.13,0.0,0.0,359.0,37.2,13.57,2.31
707,1,11,53.65,91.21,187,2020-08-07 15:00:00,28.94,39.02,23.78,0.0,100.0,39.05,60.0,31.92,66.2,3.84,85.94,23.08,27.29,49.8,35.75,0.0,0.0,359.0,33.2,14.61,1.86
863,4,11,53.95,113.25,215,2020-08-07 16:00:00,27.67,34.88,23.21,0.0,100.0,34.87,60.0,29.97,71.5,3.35,93.12,22.46,26.19,43.7,39.88,0.0,0.0,357.0,30.6,12.69,2.02
821,3,11,54.5,125.85,206,2020-08-07 17:00:00,26.47,31.86,21.79,0.0,100.0,30.08,60.0,28.4,80.42,2.98,93.79,21.78,24.99,37.8,50.93,0.0,0.0,359.0,28.4,10.29,1.44
934,1,11,53.33,131.21,229,2020-08-07 18:00:00,26.09,29.3,22.05,0.0,100.0,28.99,60.0,26.92,87.68,2.75,101.41,21.44,24.51,39.4,63.4,0.0,0.0,359.0,0.0,10.69,0.8
813,4,11,54.0,122.22,207,2020-08-07 19:00:00,26.01,29.22,21.89,0.0,100.0,28.79,21.5,26.58,90.46,2.53,109.16,21.44,24.41,35.8,72.68,0.0,0.0,358.0,26.3,9.89,0.25
575,2,11,55.23,101.11,192,2020-08-07 20:00:00,25.84,28.48,21.66,0.0,100.0,28.73,60.0,26.52,91.81,2.42,110.67,21.23,24.29,31.3,76.97,0.0,0.0,359.0,0.0,8.61,0.38
594,3,11,56.04,97.05,195,2020-08-07 21:00:00,25.81,27.98,21.7,0.0,100.0,28.43,60.0,26.38,91.7,2.27,96.14,21.16,24.23,30.6,78.87,0.0,0.0,358.0,25.4,7.81,1.37
208,6,11,57.84,44.47,185,2020-08-07 22:00:00,25.68,27.45,21.72,0.0,100.0,28.37,60.0,26.38,90.84,2.04,93.81,20.62,24.07,29.9,78.93,0.0,0.0,359.0,25.2,7.23,0.76
436,1,11,58.06,82.21,202,2020-08-07 23:00:00,25.42,27.03,21.18,0.0,100.0,27.75,6.3,26.04,91.02,1.99,107.99,20.0,23.84,29.3,79.61,0.0,0.0,359.0,25.0,7.21,0.01
322,6,11,59.36,66.17,185,2020-08-08 00:00:00,25.38,26.82,20.79,0.0,100.0,27.62,0.01,25.85,91.73,2.14,98.0,19.94,23.77,29.2,79.62,1.0,0.0,359.0,24.8,8.21,0.0
260,6,11,62.45,48.85,184,2020-08-08 01:00:00,25.53,26.86,20.84,0.0,100.0,27.6,21.0,25.98,91.61,2.22,91.84,20.28,23.95,29.3,79.05,0.0,0.0,357.0,24.9,7.83,0.58
202,6,11,64.8,38.76,199,2020-08-08 02:00:00,25.63,26.81,21.34,0.0,100.0,27.84,21.0,26.11,90.43,2.42,104.54,20.55,24.12,29.3,77.04,0.0,0.0,357.0,25.3,9.66,0.41
198,6,11,67.46,37.73,203,2020-08-08 03:00:00,25.83,26.91,21.37,0.0,100.0,28.0,21.5,26.27,88.48,2.19,94.07,20.75,24.33,29.5,75.11,1.0,0.0,358.0,25.2,9.23,0.27
200,6,11,68.37,39.76,197,2020-08-08 04:00:00,26.31,27.87,21.71,0.0,100.0,29.11,22.0,26.98,85.15,2.15,96.17,21.03,24.84,31.1,71.68,0.0,0.0,355.0,25.5,8.55,0.36
278,6,11,62.15,52.35,175,2020-08-08 05:00:00,27.22,30.3,22.65,0.0,100.0,30.81,22.0,28.33,81.92,2.6,112.33,21.92,25.59,36.4,65.18,0.0,0.0,355.0,26.8,10.24,0.16
578,6,11,61.31,86.22,214,2020-08-08 06:00:00,28.26,33.77,23.2,0.0,100.0,32.61,60.0,29.63,78.61,3.27,110.48,22.6,26.29,41.8,61.36,1.0,0.0,359.0,0.0,10.85,0.13
843,6,11,60.0,108.12,218,2020-08-08 07:00:00,29.45,38.33,24.33,0.0,100.0,34.83,60.0,30.34,76.32,3.6,112.36,23.14,27.01,48.3,58.38,1.0,0.0,354.0,0.0,11.97,1.68
870,6,11,58.25,105.09,194,2020-08-08 08:00:00,30.41,42.75,24.46,0.0,100.0,39.0,60.0,29.8,74.32,3.8,97.36,23.55,27.56,52.4,57.23,0.0,0.0,355.0,33.9,12.13,2.05
964,6,11,56.88,113.53,202,2020-08-08 09:00:00,31.12,45.12,25.06,0.0,100.0,40.73,60.0,29.93,71.45,3.92,101.69,23.89,28.06,53.5,53.84,1.0,0.0,357.0,34.3,13.81,1.23
914,3,11,55.97,104.36,176,2020-08-08 10:00:00,31.21,45.01,25.73,0.0,100.0,44.15,60.0,30.62,71.26,3.81,109.38,24.37,28.13,55.5,54.72,0.0,0.0,359.0,34.6,11.57,1.65
907,3,11,55.07,104.37,215,2020-08-08 11:00:00,30.4,41.28,25.2,0.0,100.0,38.42,60.0,30.59,73.51,4.02,110.45,24.1,27.62,52.2,56.71,1.0,0.0,359.0,33.7,12.45,1.32
906,6,11,54.79,106.1,220,2020-08-08 12:00:00,29.12,37.86,23.6,0.0,100.0,35.13,60.0,29.78,76.87,4.4,116.0,22.94,26.84,48.0,52.69,0.0,0.0,359.0,21.3,14.85,0.95
933,1,11,54.99,110.09,193,2020-08-08 13:00:00,29.4,38.47,24.33,0.0,100.0,36.57,60.0,30.48,75.1,4.55,108.16,23.55,27.12,49.5,51.41,0.0,0.0,359.0,32.1,14.37,1.32
795,1,11,54.01,106.68,231,2020-08-08 14:00:00,29.35,37.43,24.05,0.0,100.0,36.45,60.0,30.77,78.61,4.35,95.16,23.35,26.97,49.8,52.76,0.0,0.0,358.0,32.3,17.97,2.58
746,6,11,54.65,102.72,185,2020-08-08 15:00:00,28.76,34.93,24.05,0.0,100.0,33.53,60.0,29.46,81.95,4.42,87.85,23.28,26.5,42.6,57.24,0.0,0.0,358.0,30.2,14.61,2.12
656,1,11,54.66,101.29,248,2020-08-08 16:00:00,27.97,32.34,23.06,0.0,100.0,32.02,60.0,28.53,83.69,4.24,89.13,22.46,26.04,37.9,66.73,0.0,0.0,355.0,28.0,14.29,1.89
584,4,11,55.5,99.04,210,2020-08-08 17:00:00,27.16,30.06,22.8,0.0,100.0,30.74,60.0,27.79,85.81,3.73,91.3,22.19,25.49,36.4,70.59,1.0,0.0,358.0,26.2,12.53,1.49
533,5,11,55.97,97.39,207,2020-08-08 18:00:00,26.81,29.0,22.92,0.0,100.0,29.9,60.0,27.25,86.77,2.83,89.01,22.05,25.22,31.5,70.33,1.0,0.0,355.0,25.8,10.47,1.02
484,1,11,56.1,88.81,216,2020-08-08 19:00:00,26.67,28.6,22.43,0.0,100.0,29.62,22.5,27.12,87.35,1.75,94.9,21.03,25.12,31.1,70.53,0.0,0.0,355.0,26.4,6.78,0.4
419,6,11,55.91,77.87,202,2020-08-08 20:00:00,26.51,27.92,20.91,0.0,100.0,29.43,60.0,26.92,88.85,1.49,121.91,19.87,24.81,30.5,71.21,0.0,0.0,359.0,26.1,4.65,0.56
377,6,11,55.96,74.18,187,2020-08-08 21:00:00,26.14,27.32,20.78,0.0,100.0,29.45,60.0,26.78,90.51,2.09,119.21,20.21,24.5,29.8,76.02,0.0,0.0,359.0,25.5,7.09,1.32
404,6,11,57.44,71.14,196,2020-08-08 22:00:00,26.0,26.76,20.79,0.0,100.0,29.15,60.0,26.71,90.67,2.74,96.38,20.41,24.44,29.2,77.03,0.0,0.0,359.0,24.9,9.57,0.75
412,6,11,58.91,70.3,199,2020-08-08 23:00:00,25.89,26.39,22.0,0.0,100.0,28.74,0.02,26.58,89.76,2.69,90.95,21.37,24.4,29.7,76.42,0.0,0.0,355.0,24.4,9.46,0.0
334,6,11,59.82,63.93,192,2020-08-09 00:00:00,25.68,26.03,21.45,0.0,100.0,28.05,0.04,26.24,90.66,2.81,92.69,21.03,24.21,28.0,76.9,0.0,0.0,355.0,24.1,9.16,0.0
216,6,11,62.35,46.41,190,2020-08-09 01:00:00,25.7,25.87,21.51,0.0,100.0,28.08,20.0,26.17,90.92,3.08,91.31,21.16,24.28,27.8,78.86,0.0,0.0,359.0,2.0,9.78,0.57
141,6,11,65.01,34.87,187,2020-08-09 02:00:00,25.78,25.8,21.72,0.0,100.0,28.49,21.5,26.38,90.34,3.34,91.59,21.3,24.39,27.8,79.06,1.0,0.0,358.0,23.9,10.3,0.3
121,6,11,67.93,31.69,202,2020-08-09 03:00:00,26.02,25.95,21.86,0.0,100.0,28.73,21.5,26.64,88.74,3.7,89.39,21.44,24.6,28.7,76.35,0.0,0.0,358.0,23.8,12.53,0.21
154,6,11,69.32,34.88,184,2020-08-09 04:00:00,26.69,27.18,22.38,0.0,100.0,30.04,22.0,27.41,86.17,3.62,86.2,21.92,25.11,30.4,71.82,0.0,0.0,354.0,24.7,13.41,0.31
196,6,11,63.74,42.76,188,2020-08-09 05:00:00,27.69,29.47,23.68,0.0,100.0,32.81,22.5,28.88,81.73,3.75,83.86,23.01,25.89,35.9,66.22,1.0,0.0,359.0,11.7,13.25,0.3
292,6,11,64.26,52.77,200,2020-08-09 06:00:00,29.06,33.29,24.91,0.0,100.0,34.56,60.0,29.45,77.08,4.11,83.94,23.89,26.77,39.6,59.81,0.0,0.0,355.0,28.3,12.13,0.29
332,0,11,64.07,63.8,190,2020-08-09 07:00:00,30.5,38.77,25.46,0.0,100.0,38.67,60.0,30.38,72.4,4.53,87.87,24.3,27.67,45.8,49.5,1.0,0.0,355.0,32.0,11.3,1.02
371,4,11,62.31,58.96,190,2020-08-09 08:00:00,31.26,42.96,26.18,0.0,100.0,40.16,60.0,30.81,68.63,4.83,90.41,24.85,28.33,51.2,46.29,0.0,0.0,354.0,34.9,13.81,1.56
350,6,11,60.72,58.83,212,2020-08-09 09:00:00,31.17,44.79,25.43,0.0,100.0,41.96,60.0,31.59,68.89,5.09,99.05,24.58,28.36,53.7,48.63,1.0,0.0,359.0,38.2,13.41,1.45
378,6,11,60.23,59.62,199,2020-08-09 10:00:00,31.01,44.15,25.49,0.0,100.0,42.28,60.0,31.73,70.95,5.25,112.04,24.37,28.09,53.7,50.31,0.0,0.0,359.0,36.9,14.85,1.42
398,6,11,59.73,63.31,212,2020-08-09 11:00:00,30.78,43.7,24.7,0.0,100.0,43.5,60.0,31.69,72.78,5.23,118.52,23.69,27.86,51.6,52.57,0.0,0.0,360.0,37.6,14.93,1.43
407,4,11,58.16,70.58,191,2020-08-09 12:00:00,30.42,43.26,24.78,0.0,100.0,41.65,60.0,30.71,74.17,5.34,116.66,23.83,27.61,51.6,53.99,0.0,0.0,359.0,36.3,14.61,1.86
505,3,11,57.12,76.3,231,2020-08-09 13:00:00,29.82,41.52,23.73,0.0,100.0,38.42,60.0,30.29,75.25,5.2,116.13,22.94,27.27,50.2,54.33,0.0,0.0,359.0,35.0,14.37,1.46
434,3,11,56.76,76.42,194,2020-08-09 14:00:00,28.91,38.22,23.12,0.0,100.0,37.01,60.0,30.14,77.57,4.93,116.77,22.53,26.68,47.0,56.36,0.0,0.0,360.0,32.2,13.73,2.67
484,3,11,56.41,79.83,235,2020-08-09 15:00:00,27.89,35.26,22.33,0.0,100.0,35.1,60.0,29.14,80.24,4.82,111.63,21.98,26.08,42.2,60.41,0.0,0.0,360.0,30.6,13.73,1.89
431,2,11,57.2,81.62,220,2020-08-09 16:00:00,26.96,32.43,21.36,0.0,100.0,30.78,60.0,28.23,83.32,4.27,98.11,21.1,25.39,37.3,64.79,0.0,0.0,359.0,29.0,13.57,1.75
420,3,11,57.54,79.19,204,2020-08-09 17:00:00,26.29,30.18,21.01,0.0,100.0,29.14,60.0,27.11,86.25,3.38,86.65,20.48,24.8,33.5,68.63,0.0,0.0,358.0,27.8,9.89,1.5
414,3,11,57.64,79.44,209,2020-08-09 18:00:00,26.06,28.95,20.47,0.0,100.0,28.95,60.0,26.78,88.1,3.02,89.75,20.28,24.52,31.5,73.44,0.0,0.0,355.0,26.5,9.87,0.42
406,4,11,57.27,73.79,200,2020-08-09 19:00:00,25.92,28.12,20.61,0.0,100.0,28.59,60.0,26.51,89.18,2.57,90.27,20.21,24.36,30.5,73.73,1.0,0.0,359.0,25.9,8.51,0.48
383,5,11,56.85,72.29,223,2020-08-09 20:00:00,25.82,27.43,20.55,0.0,100.0,28.08,60.0,26.24,89.25,2.16,90.61,20.21,24.23,29.8,76.1,0.0,0.0,355.0,0.0,8.28,0.38
364,2,11,56.41,71.82,229,2020-08-09 21:00:00,25.53,26.79,21.16,0.0,100.0,27.76,60.0,26.04,89.28,1.81,93.09,20.41,23.92,29.3,77.43,0.0,0.0,359.0,24.8,6.06,1.24
405,1,11,56.85,70.14,199,2020-08-09 22:00:00,25.19,26.15,20.57,0.0,100.0,27.55,60.0,25.97,88.97,1.58,116.13,19.87,23.6,28.7,76.77,0.0,0.0,359.0,0.0,6.17,0.89
400,6,11,58.78,69.66,195,2020-08-09 23:00:00,24.98,25.73,19.74,0.0,100.0,27.45,0.18,25.71,87.9,1.74,126.22,19.18,23.38,27.6,76.29,0.0,0.0,359.0,23.8,8.62,0.0
284,5,11,60.33,61.09,204,2020-08-10 00:00:00,24.82,25.28,19.16,0.0,100.0,27.45,0.01,25.24,87.43,1.74,117.53,18.84,23.21,27.2,74.39,0.0,0.0,359.0,23.4,7.63,0.0
209,6,11,64.44,46.05,215,2020-08-10 01:00:00,24.49,24.77,18.78,0.0,100.0,27.22,0.18,25.17,87.13,1.68,116.03,18.64,22.92,26.8,73.65,0.0,0.0,359.0,22.9,7.18,0.0
