max_number_of_vehicles,minimum_speed,min_number_of_vehicles,average_speed,avg_number_of_vehicles,maximum_speed,date,average_felt_temperature,average_road_temperature,minimum_felt_temperature,minimum_precipitation,maximum_humidity,maximum_felt_temperature,maximum_precipitation,maximum_temperature,average_humidity,average_wind,average_directionofwind,minimum_temperature,average_temperature,maximum_road_temperature,minimum_humidity,minimum_directionofwind,minimum_wind,maximum_directionofwind,minimum_road_temperature,maximum_wind,average_precipitation
197,6,11,68.73,41.28,196,2020-08-10 02:00:00,24.15,24.35,18.66,0.0,100.0,27.03,20.0,25.04,86.77,1.58,132.35,18.57,22.62,26.4,71.96,0.0,0.0,359.0,22.6,7.75,0.38
199,6,11,70.43,39.41,191,2020-08-10 03:00:00,24.09,24.31,18.81,0.0,100.0,27.36,20.0,25.15,86.75,1.63,143.89,18.71,22.58,26.7,70.06,0.0,0.0,359.0,22.5,6.34,0.27
196,6,11,67.98,42.89,188,2020-08-10 04:00:00,25.24,26.05,19.06,0.0,100.0,27.77,20.0,26.31,84.75,1.89,143.89,18.91,23.75,30.4,67.66,0.0,0.0,359.0,23.0,8.63,0.35
323,6,11,61.96,61.65,198,2020-08-10 05:00:00,26.95,29.77,21.26,0.0,100.0,31.09,18.5,28.81,80.84,2.55,118.05,20.55,25.4,34.8,61.69,0.0,0.0,359.0,25.4,11.65,0.17
939,6,11,60.21,128.25,189,2020-08-10 06:00:00,28.66,34.26,22.61,0.0,100.0,36.69,0.06,29.21,74.7,3.15,90.62,21.92,26.64,40.6,57.31,1.0,0.0,355.0,28.2,9.89,0.0
931,6,11,58.02,129.13,195,2020-08-10 07:00:00,29.74,39.25,24.57,0.0,100.0,41.03,60.0,30.22,64.45,3.53,87.35,23.42,27.77,46.9,40.37,1.0,0.0,358.0,30.0,10.61,0.88
866,3,11,55.23,111.89,221,2020-08-10 08:00:00,29.97,43.36,25.24,0.0,100.0,44.43,60.0,31.82,56.31,3.83,93.09,24.17,28.5,51.7,30.26,0.0,0.0,358.0,33.3,10.77,1.9
864,3,11,54.98,111.42,200,2020-08-10 09:00:00,30.11,47.3,25.87,0.0,100.0,45.74,60.0,31.78,49.43,3.86,91.39,24.72,29.13,55.8,26.59,0.0,0.52,356.0,38.6,10.29,1.26
816,2,11,54.59,99.59,192,2020-08-10 10:00:00,30.18,49.62,25.67,0.0,100.0,48.36,60.0,32.11,48.0,4.03,116.12,24.79,29.27,57.8,23.88,0.0,0.0,359.0,41.0,10.21,1.56
930,1,11,54.39,110.65,200,2020-08-10 11:00:00,30.39,49.82,25.85,0.0,100.0,45.41,60.0,32.15,52.86,4.21,143.35,24.79,29.07,58.6,24.08,0.0,0.0,359.0,39.6,10.53,1.03
926,1,11,53.89,114.27,241,2020-08-10 12:00:00,30.12,49.24,25.76,0.0,100.0,45.41,60.0,32.24,53.88,4.41,132.87,24.58,28.8,58.7,28.22,0.0,0.0,359.0,39.8,10.66,1.51
811,3,11,53.31,105.21,208,2020-08-10 13:00:00,29.68,46.38,25.65,0.0,100.0,40.46,60.0,31.76,58.5,4.42,127.92,24.31,28.21,56.9,30.07,0.0,0.0,360.0,36.0,11.14,1.23
929,1,11,53.38,106.42,226,2020-08-10 14:00:00,29.19,42.5,25.37,0.0,100.0,38.42,60.0,31.1,63.67,4.37,116.47,24.17,27.52,52.5,36.87,0.0,0.0,359.0,35.9,11.33,2.18
1064,1,11,53.35,108.8,209,2020-08-10 15:00:00,28.35,38.23,24.49,0.0,100.0,35.1,60.0,30.09,69.43,4.03,105.18,23.49,26.68,47.7,39.67,0.0,0.0,356.0,33.0,12.29,1.73
739,2,11,53.3,93.33,214,2020-08-10 16:00:00,27.25,34.25,23.21,0.0,100.0,32.02,60.0,28.76,75.18,3.43,91.89,22.33,25.74,41.6,53.18,0.0,0.0,355.0,29.7,10.28,2.13
777,3,11,52.7,109.66,221,2020-08-10 17:00:00,26.34,31.37,21.88,0.0,100.0,29.27,60.0,27.21,80.37,2.75,91.95,21.1,24.85,35.8,60.89,0.0,0.0,358.0,27.4,7.84,1.42
966,2,11,52.15,124.56,213,2020-08-10 18:00:00,25.9,29.64,21.08,0.0,100.0,28.58,60.0,26.64,82.43,2.36,83.33,20.28,24.32,32.8,66.87,0.0,0.0,356.0,26.3,6.16,0.41
794,1,11,53.62,117.45,211,2020-08-10 19:00:00,25.48,28.42,19.99,0.0,100.0,27.96,21.5,26.37,82.72,2.05,80.29,19.32,23.9,31.2,68.83,0.0,0.0,359.0,25.6,6.13,0.29
588,6,11,55.51,101.27,221,2020-08-10 20:00:00,25.04,27.5,19.41,0.0,100.0,27.54,60.0,26.11,83.26,1.89,96.4,19.12,23.51,30.0,68.36,0.0,0.0,360.0,0.0,5.57,0.5
559,2,11,55.73,91.35,216,2020-08-10 21:00:00,24.6,26.75,19.04,0.0,100.0,27.42,60.0,25.98,84.88,1.71,93.57,18.78,23.12,29.1,68.83,0.0,0.0,358.0,24.4,6.44,1.37
432,4,11,57.23,78.31,193,2020-08-10 22:00:00,24.32,26.14,18.78,0.0,100.0,27.27,60.0,25.57,86.26,1.59,97.56,18.64,22.81,28.3,69.92,0.0,0.0,359.0,23.8,5.97,0.91
384,6,11,58.87,73.7,190,2020-08-10 23:00:00,24.08,25.69,17.68,0.0,100.0,27.28,0.08,25.37,87.33,1.52,96.06,17.82,22.59,28.1,71.14,0.0,0.0,358.0,23.3,6.45,0.0
330,6,11,60.35,64.09,193,2020-08-11 00:00:00,23.85,25.17,17.78,0.0,100.0,27.24,15.45,25.04,88.03,1.48,96.51,17.89,22.41,28.0,71.56,0.0,0.0,359.0,22.7,7.89,0.06
249,6,11,63.01,45.78,197,2020-08-11 01:00:00,23.53,24.61,18.6,0.0,100.0,26.97,0.02,24.9,89.16,1.55,107.37,18.57,22.02,27.1,73.12,0.0,0.0,359.0,22.3,7.33,0.0
165,6,11,66.53,36.66,205,2020-08-11 02:00:00,23.16,24.11,18.31,0.0,100.0,26.96,20.0,24.77,89.57,1.51,127.57,18.57,21.73,26.6,73.73,0.0,0.0,358.0,22.1,8.21,0.23
174,6,11,69.03,34.0,202,2020-08-11 03:00:00,23.27,23.97,18.18,0.0,100.0,26.73,20.0,24.74,89.3,1.49,141.67,18.43,21.79,26.6,72.66,0.0,0.0,359.0,21.9,8.37,0.08
185,1,11,68.24,38.46,189,2020-08-11 04:00:00,24.67,25.74,18.49,0.0,100.0,27.35,20.0,26.04,85.8,1.63,132.77,18.57,23.12,30.2,68.46,0.0,0.0,359.0,22.7,8.45,0.14
347,3,11,61.05,59.3,186,2020-08-11 05:00:00,26.49,29.88,19.75,0.0,100.0,29.74,20.0,28.18,79.47,2.23,127.44,19.66,24.95,35.5,59.25,0.0,0.0,359.0,23.7,8.37,0.1
888,1,11,59.69,130.19,188,2020-08-11 06:00:00,27.84,34.77,22.72,0.0,100.0,33.49,60.0,29.01,70.13,2.71,123.2,21.78,26.34,42.6,48.82,0.0,0.0,358.0,28.3,8.21,0.21
1030,1,11,57.72,134.59,193,2020-08-11 07:00:00,28.85,40.34,23.77,0.0,100.0,40.12,60.0,30.22,59.14,3.05,118.64,22.73,27.57,48.6,36.1,1.0,0.0,360.0,30.0,8.85,1.28
861,1,11,55.05,108.21,208,2020-08-11 08:00:00,29.19,45.06,25.28,0.0,100.0,41.96,60.0,31.45,51.23,3.39,111.32,23.89,28.33,53.5,31.36,0.0,0.0,359.0,38.3,8.61,0.86
845,1,11,54.45,99.52,211,2020-08-11 09:00:00,29.54,48.23,25.73,0.0,100.0,46.08,60.0,31.61,48.59,3.5,103.7,24.99,28.76,55.3,31.85,0.0,0.49,358.0,40.5,8.77,1.3
891,1,11,53.84,102.85,191,2020-08-11 10:00:00,29.64,50.64,25.59,0.0,100.0,45.08,60.0,31.98,47.85,3.68,108.86,25.33,28.96,59.6,27.93,0.0,0.0,359.0,41.1,9.73,1.28
889,1,11,53.48,99.65,207,2020-08-11 11:00:00,29.87,51.0,25.57,0.0,100.0,45.74,60.0,32.26,47.8,3.87,108.66,25.2,29.12,59.9,28.96,0.0,0.0,359.0,39.4,10.29,1.28
930,1,11,53.55,110.35,186,2020-08-11 12:00:00,29.89,50.21,25.61,0.0,100.0,45.08,60.0,32.08,49.08,3.68,103.57,25.33,29.04,59.5,29.1,0.0,0.0,360.0,40.0,10.45,1.28
961,1,11,53.6,114.24,219,2020-08-11 13:00:00,29.8,47.82,25.56,0.0,100.0,44.19,60.0,32.28,50.97,3.78,98.75,24.99,28.81,57.6,30.33,0.0,0.0,359.0,37.3,10.29,1.38
842,1,11,52.94,97.54,195,2020-08-11 14:00:00,29.56,44.04,25.6,0.0,100.0,44.19,60.0,32.13,55.18,3.66,98.39,24.58,28.32,54.1,33.46,0.0,0.0,355.0,36.7,9.73,2.22
882,1,11,52.63,105.31,217,2020-08-11 15:00:00,28.94,39.39,25.43,0.0,100.0,38.46,60.0,31.26,59.81,3.22,87.18,23.97,27.57,49.1,37.21,0.0,0.0,359.0,32.9,8.61,1.95
817,1,11,53.73,114.05,217,2020-08-11 16:00:00,27.77,35.07,23.84,0.0,100.0,36.21,60.0,29.92,65.15,2.64,85.86,22.47,26.42,42.2,37.66,0.0,0.0,355.0,30.3,7.57,1.89
792,3,11,53.27,120.63,206,2020-08-11 17:00:00,26.31,31.85,21.55,0.0,100.0,29.88,60.0,28.68,75.39,2.16,86.18,20.69,24.86,37.6,44.35,0.0,0.0,355.0,27.5,6.45,1.61
974,1,11,51.98,125.03,196,2020-08-11 18:00:00,25.52,29.68,20.66,0.0,100.0,28.66,60.0,26.98,82.48,1.97,81.38,20.01,23.94,33.3,58.06,0.0,0.0,355.0,0.0,6.69,1.06
770,1,11,53.67,122.33,198,2020-08-11 19:00:00,24.93,28.37,20.31,0.0,100.0,27.62,21.5,26.24,85.11,1.69,82.04,19.53,23.37,31.5,62.47,0.0,0.0,354.0,0.0,5.09,0.24
620,6,11,55.64,103.81,201,2020-08-11 20:00:00,24.5,27.39,19.84,0.0,100.0,27.38,60.0,26.04,85.7,1.51,89.08,19.19,22.97,30.1,66.21,0.0,0.0,355.0,24.6,4.45,0.52
637,6,11,55.82,95.64,196,2020-08-11 21:00:00,24.11,26.56,19.99,0.0,100.0,27.44,60.0,25.7,85.44,1.34,98.81,18.98,22.69,29.1,64.62,0.0,0.0,355.0,23.9,4.33,1.23
481,3,11,56.72,80.91,198,2020-08-11 22:00:00,23.57,25.86,18.5,0.0,100.0,27.4,60.0,25.42,86.79,1.18,100.08,18.16,22.15,28.4,65.01,0.0,0.0,355.0,23.0,3.81,1.02
421,6,11,57.42,76.51,190,2020-08-11 23:00:00,23.17,25.26,18.98,0.0,100.0,27.38,0.02,24.95,87.97,1.27,111.63,18.23,21.72,27.6,65.89,0.0,0.0,359.0,22.5,4.01,0.0
326,1,11,58.78,65.12,198,2020-08-12 00:00:00,22.7,24.7,18.82,0.0,100.0,26.9,0.02,24.54,89.47,1.14,117.61,17.88,21.35,27.1,70.27,0.0,0.0,359.0,22.1,4.05,0.0
249,6,11,61.86,46.96,210,2020-08-12 01:00:00,22.52,24.18,17.67,0.0,100.0,26.43,0.32,24.22,90.75,1.14,123.35,17.44,21.13,26.6,70.54,0.0,0.0,359.0,21.5,3.47,0.0
171,1,11,66.34,37.08,189,2020-08-12 02:00:00,22.41,23.75,17.83,0.0,100.0,25.95,20.0,23.92,91.72,1.23,125.85,17.2,20.98,26.1,73.18,0.0,0.0,359.0,21.1,4.77,0.36
176,6,11,68.54,38.02,190,2020-08-12 03:00:00,22.52,23.66,18.37,0.0,100.0,26.5,20.0,24.54,92.17,1.39,120.01,17.15,21.05,26.1,73.18,0.0,0.0,359.0,21.1,6.21,0.15
203,6,11,67.54,40.46,207,2020-08-12 04:00:00,24.02,25.35,18.56,0.0,100.0,27.43,60.0,26.04,89.06,1.48,109.9,17.68,22.46,30.7,69.07,0.0,0.0,359.0,21.5,6.13,0.42
347,1,11,62.0,61.56,200,2020-08-12 05:00:00,26.18,29.63,20.21,0.0,100.0,30.25,0.04,28.07,82.43,1.99,106.64,19.66,24.6,35.2,62.3,0.0,0.0,358.0,22.4,6.77,0.0
877,6,11,60.13,130.29,212,2020-08-12 06:00:00,28.06,34.7,23.21,0.0,100.0,34.29,60.0,29.17,73.41,2.55,103.35,22.05,26.34,41.5,53.33,1.0,0.0,358.0,28.5,6.16,0.33
1000,2,11,57.87,125.45,196,2020-08-12 07:00:00,29.42,40.35,24.93,0.0,100.0,38.96,60.0,30.7,63.78,2.88,95.8,23.76,27.64,48.3,37.81,0.0,0.0,358.0,29.5,7.17,1.11
767,1,11,55.51,103.49,210,2020-08-12 08:00:00,30.11,45.12,25.93,0.0,100.0,44.15,60.0,31.46,56.2,3.18,87.96,24.65,28.64,53.4,32.85,0.0,0.0,359.0,38.3,8.21,1.76
718,4,11,54.85,100.1,197,2020-08-12 09:00:00,30.51,48.49,26.16,0.0,100.0,47.38,60.0,32.41,51.21,3.46,91.26,25.95,29.32,57.9,29.99,0.0,0.0,356.0,41.8,9.33,1.01
839,1,11,54.01,94.37,195,2020-08-12 10:00:00,30.66,50.7,26.33,0.0,100.0,48.7,60.0,32.83,48.4,3.57,93.88,26.43,29.68,60.0,26.25,0.0,0.0,360.0,39.1,9.25,1.21
780,3,11,53.77,93.68,208,2020-08-12 11:00:00,30.83,51.41,26.3,0.0,100.0,48.41,60.0,33.05,46.93,3.55,92.04,26.57,29.89,60.3,26.39,0.0,0.0,357.0,39.8,9.57,0.81
963,1,11,53.75,107.38,210,2020-08-12 12:00:00,30.69,50.71,26.32,0.0,100.0,51.9,60.0,33.06,46.71,3.61,88.73,26.77,29.78,60.0,25.91,0.0,0.0,358.0,44.1,9.41,1.22
1017,2,11,54.0,112.35,196,2020-08-12 13:00:00,30.4,48.23,26.01,0.0,100.0,47.09,60.0,33.01,46.82,3.58,93.35,26.02,29.57,57.8,26.45,0.0,0.0,358.0,37.8,8.93,1.3
993,1,11,53.2,107.72,198,2020-08-12 14:00:00,30.04,44.47,25.85,0.0,100.0,47.72,60.0,32.63,47.51,3.41,89.59,25.9,29.23,54.3,27.34,0.0,0.0,359.0,37.1,8.61,2.3
1006,1,11,53.58,117.58,195,2020-08-12 15:00:00,29.27,39.88,25.7,0.0,100.0,42.5,60.0,32.26,50.37,2.96,80.78,24.87,28.46,48.9,27.81,0.0,0.0,355.0,33.2,7.57,1.66
761,1,11,53.92,102.16,194,2020-08-12 16:00:00,28.07,35.49,23.84,0.0,100.0,38.75,60.0,30.61,57.52,2.36,80.35,22.59,27.04,43.0,32.23,0.0,0.0,359.0,30.5,6.45,2.02
867,1,11,53.61,122.58,205,2020-08-12 17:00:00,26.59,32.29,22.0,0.0,100.0,31.8,60.0,29.06,67.29,1.97,82.13,21.11,25.32,37.1,41.47,0.0,0.0,358.0,28.0,5.65,1.03
970,1,11,51.78,136.96,219,2020-08-12 18:00:00,25.75,30.23,20.98,0.0,100.0,28.67,60.0,27.46,74.42,1.79,84.57,20.57,24.29,34.0,49.05,0.0,0.0,357.0,26.7,5.09,0.73
845,1,11,53.47,126.33,197,2020-08-12 19:00:00,25.14,28.86,20.77,0.0,100.0,28.2,22.5,27.06,78.9,1.8,83.51,20.1,23.67,32.1,52.01,0.0,0.0,354.0,25.8,5.57,0.24
650,6,11,54.8,105.98,222,2020-08-12 20:00:00,24.61,27.82,19.7,0.0,100.0,27.43,60.0,26.44,81.75,1.69,90.86,19.7,23.15,31.1,58.19,0.0,0.0,359.0,25.0,5.17,0.45
333,6,11,55.05,62.64,189,2020-08-12 21:00:00,24.16,26.96,19.5,0.0,100.0,27.28,60.0,26.04,84.38,1.53,97.17,19.43,22.7,29.9,62.75,0.0,0.0,359.0,24.3,5.25,1.28
476,1,11,56.55,81.91,188,2020-08-12 22:00:00,23.69,26.25,19.09,0.0,100.0,27.31,60.0,25.56,86.29,1.4,100.46,19.09,22.27,28.8,66.82,0.0,0.0,359.0,23.5,5.63,0.81
431,1,11,57.71,81.12,192,2020-08-12 23:00:00,23.42,25.7,18.76,0.0,100.0,27.05,0.02,25.11,87.09,1.33,91.92,18.5,22.02,28.1,69.94,0.0,0.0,355.0,23.0,4.93,0.0
327,1,11,59.16,65.22,187,2020-08-13 00:00:00,23.26,25.22,18.91,0.0,100.0,26.81,20.0,24.77,87.86,1.24,100.96,18.18,21.8,27.6,70.27,0.0,0.0,355.0,22.4,4.56,0.02
287,6,11,61.8,47.43,202,2020-08-13 01:00:00,23.08,24.77,17.96,0.0,100.0,26.68,20.0,24.56,88.47,1.15,92.0,17.65,21.61,27.2,70.2,0.0,0.0,355.0,22.0,3.97,0.08
196,6,11,65.39,40.12,189,2020-08-13 02:00:00,22.92,24.38,17.7,0.0,100.0,26.72,20.0,24.56,89.38,1.15,101.55,17.53,21.49,26.8,71.42,0.0,0.0,359.0,21.6,4.77,0.28
165,6,11,68.04,35.7,193,2020-08-13 03:00:00,23.02,24.26,17.47,0.0,100.0,27.02,20.0,25.08,89.9,1.19,112.83,17.47,21.55,27.0,72.44,0.0,0.0,358.0,21.5,5.89,0.48
192,6,11,67.27,38.54,180,2020-08-13 04:00:00,24.7,25.95,19.79,0.0,100.0,27.87,19.0,26.44,85.77,1.33,104.07,18.36,23.12,31.7,68.27,0.0,0.0,359.0,21.8,5.41,0.09
341,5,11,61.02,60.36,183,2020-08-13 05:00:00,26.72,30.21,21.34,0.0,100.0,31.77,0.0,28.24,79.25,1.76,96.9,20.48,25.17,36.5,62.13,0.0,0.0,359.0,22.7,5.65,0.0
917,6,11,59.63,130.24,193,2020-08-13 06:00:00,28.43,35.21,24.11,0.0,100.0,36.73,0.0,29.42,69.56,2.16,106.91,22.73,26.7,43.5,51.06,0.0,0.0,355.0,29.0,6.21,0.0
1001,1,11,58.07,141.97,217,2020-08-13 07:00:00,29.62,40.52,25.37,0.0,100.0,39.56,60.0,30.81,61.2,2.57,110.7,23.96,27.94,48.4,41.14,0.0,0.0,357.0,29.5,6.93,0.42
972,6,11,55.84,119.51,207,2020-08-13 08:00:00,30.02,44.17,25.87,0.0,100.0,43.82,60.0,31.55,58.07,3.2,112.9,25.02,28.45,52.3,33.08,0.0,0.0,358.0,34.2,8.69,2.35
971,1,11,55.28,117.46,240,2020-08-13 09:00:00,30.47,47.49,26.21,0.0,100.0,47.38,60.0,32.17,55.51,3.48,110.2,25.47,28.92,55.6,33.89,0.0,0.0,354.0,35.1,9.09,2.03
924,1,11,54.38,110.34,199,2020-08-13 10:00:00,30.67,50.17,26.28,0.0,100.0,47.04,60.0,32.04,54.71,3.82,110.59,26.02,29.12,59.1,33.03,0.0,0.0,358.0,36.8,9.89,1.3
985,2,11,54.29,107.52,223,2020-08-13 11:00:00,30.71,50.75,26.23,0.0,100.0,47.72,60.0,32.27,56.61,4.11,105.55,25.69,29.01,59.5,32.97,0.0,0.0,355.0,41.8,10.45,1.62
1069,2,11,53.9,114.08,223,2020-08-13 12:00:00,30.49,49.44,26.16,0.0,100.0,43.87,60.0,31.88,59.63,4.19,103.18,25.54,28.63,59.0,37.58,0.0,0.0,359.0,39.2,10.85,1.24
1024,5,11,53.74,105.53,186,2020-08-13 13:00:00,29.98,46.65,25.43,0.0,100.0,41.7,60.0,31.7,61.56,4.31,90.07,24.77,28.17,56.9,39.82,0.0,0.0,358.0,37.6,11.25,1.36
476,1,11,52.77,61.92,204,2020-08-13 15:00:00,28.44,38.42,23.62,0.0,100.0,37.59,60.0,30.95,66.95,3.95,86.83,22.81,26.89,47.9,43.24,0.0,0.0,355.0,33.3,10.37,2.82
713,1,11,53.31,95.75,200,2020-08-13 16:00:00,27.14,34.43,22.7,0.0,100.0,32.31,60.0,28.61,74.68,3.54,81.53,21.92,25.68,41.8,53.32,0.0,0.0,355.0,29.7,8.85,1.87
798,3,11,53.8,117.26,215,2020-08-13 17:00:00,26.3,31.54,21.91,0.0,100.0,29.0,60.0,27.25,79.48,3.01,79.27,21.16,24.84,36.1,62.37,0.0,0.0,357.0,27.4,9.02,2.45
873,1,11,52.45,129.82,225,2020-08-13 18:00:00,25.85,29.92,21.28,0.0,100.0,28.34,60.0,26.64,82.15,2.96,78.97,20.76,24.33,33.2,67.48,1.0,0.0,355.0,27.1,7.89,0.93
869,3,11,53.75,127.92,213,2020-08-13 19:00:00,25.54,28.85,20.99,0.0,100.0,27.73,22.0,26.27,83.96,2.67,83.39,20.35,24.04,31.5,68.09,0.0,0.0,355.0,26.2,6.75,0.46
630,1,11,54.9,105.98,204,2020-08-13 20:00:00,25.19,27.98,20.32,0.0,100.0,27.26,60.0,25.9,85.77,2.53,88.79,19.87,23.68,31.2,69.88,0.0,0.0,355.0,25.6,6.13,0.61
638,6,11,55.69,98.22,205,2020-08-13 21:00:00,24.83,27.22,20.01,0.0,100.0,27.38,60.0,25.5,87.17,2.16,90.82,19.39,23.28,29.7,72.74,1.0,0.0,355.0,24.9,6.05,1.72
488,6,11,56.28,86.66,185,2020-08-13 22:00:00,24.45,26.56,19.6,0.0,100.0,27.13,60.0,25.17,88.27,1.99,82.09,19.05,22.87,29.0,74.5,1.0,0.0,355.0,24.3,5.09,1.02
469,6,11,57.09,78.86,180,2020-08-13 23:00:00,24.09,26.01,19.26,0.0,100.0,26.82,0.01,24.77,88.58,1.95,80.12,18.84,22.53,28.3,76.33,0.0,0.0,355.0,23.8,5.41,0.0
338,4,11,58.43,67.67,247,2020-08-14 00:00:00,23.62,25.37,18.86,0.0,100.0,26.38,0.02,24.43,88.08,1.84,81.92,18.57,22.12,27.7,75.78,0.0,0.0,355.0,23.2,5.63,0.0
250,6,11,61.13,50.31,178,2020-08-14 01:00:00,23.08,24.7,18.56,0.0,100.0,26.09,0.03,24.15,87.73,1.6,82.6,17.89,21.63,27.1,72.93,0.0,0.0,356.0,22.6,5.33,0.0
176,6,11,66.5,43.41,177,2020-08-14 02:00:00,22.52,24.12,17.72,0.0,100.0,25.79,20.0,23.82,87.27,1.37,82.17,17.28,21.18,26.5,72.38,0.0,0.0,354.0,22.1,3.97,0.14
159,6,11,69.23,38.42,205,2020-08-14 03:00:00,22.33,23.78,17.22,0.0,100.0,25.97,20.0,23.93,86.82,1.31,93.13,17.0,20.89,26.0,69.6,0.0,0.0,355.0,21.8,3.97,0.26
215,6,11,66.91,42.37,190,2020-08-14 04:00:00,23.79,25.22,18.05,0.0,100.0,27.03,20.0,24.87,80.56,1.66,91.83,17.48,22.21,31.0,64.72,0.0,0.0,359.0,22.3,5.01,0.58
335,6,11,61.33,57.95,190,2020-08-14 05:00:00,25.32,29.34,20.24,0.0,100.0,27.41,60.0,26.37,70.5,2.56,82.63,19.59,23.8,35.2,50.17,0.0,0.0,354.0,24.0,6.53,0.12
905,6,11,59.64,127.33,190,2020-08-14 06:00:00,26.0,34.15,21.95,0.0,100.0,27.48,60.0,26.94,61.56,3.02,80.69,21.1,24.64,41.6,42.47,1.0,0.0,354.0,25.1,8.45,0.64
959,3,11,57.57,135.85,201,2020-08-14 07:00:00,26.49,39.81,22.84,0.0,100.0,31.76,60.0,28.06,52.28,3.34,76.89,21.78,25.6,49.6,28.9,1.0,0.0,355.0,28.3,9.31,0.71
866,3,11,55.69,124.35,205,2020-08-14 08:00:00,26.94,44.58,24.34,0.0,100.0,32.61,1.0,28.8,48.53,3.38,84.3,23.21,26.38,52.0,25.94,0.0,0.0,354.0,37.4,8.4,0.01
940,4,11,55.63,117.83,223,2020-08-14 09:00:00,27.23,47.75,25.04,0.0,100.0,33.73,60.0,29.66,47.85,3.69,91.35,23.83,26.76,55.3,26.41,1.0,0.0,359.0,40.9,9.4,1.14
1071,1,11,54.85,110.96,201,2020-08-14 10:00:00,27.35,50.07,25.22,0.0,100.0,33.92,60.0,29.82,47.58,4.04,84.53,24.04,26.91,58.9,26.62,0.0,0.0,356.0,43.4,11.09,1.35
959,2,11,54.39,110.37,205,2020-08-14 11:00:00,27.43,50.55,25.14,0.0,100.0,35.97,60.0,30.16,47.92,4.15,86.14,23.97,26.95,59.2,26.25,0.0,0.0,357.0,44.0,10.77,1.22
1034,1,11,54.36,122.59,201,2020-08-14 12:00:00,27.33,49.51,24.86,0.0,100.0,36.02,60.0,30.29,48.33,4.1,84.36,23.69,26.82,58.8,23.59,0.0,0.0,359.0,42.6,10.05,1.12
1164,2,11,55.16,119.25,208,2020-08-14 13:00:00,27.28,46.44,24.18,0.0,100.0,33.97,60.0,30.57,48.01,3.99,83.42,23.15,26.81,56.5,23.2,0.0,0.0,359.0,27.4,9.84,1.27
952,2,11,53.92,116.98,209,2020-08-14 14:00:00,26.81,42.45,23.72,0.0,100.0,32.63,60.0,30.07,51.6,4.02,85.41,22.81,26.14,52.4,30.18,0.0,0.0,359.0,34.9,10.61,2.11
976,3,11,52.97,119.44,197,2020-08-14 15:00:00,26.29,37.43,22.27,0.0,100.0,30.31,60.0,28.98,57.83,3.93,80.76,21.44,25.26,47.3,36.01,0.0,0.0,355.0,31.2,10.13,2.21
842,1,11,53.19,120.18,211,2020-08-14 16:00:00,25.52,33.07,21.19,0.0,100.0,27.56,60.0,27.01,65.49,3.54,83.58,20.35,24.16,41.0,43.9,1.0,0.0,355.0,27.9,9.22,1.74
870,1,11,53.44,126.28,200,2020-08-14 17:00:00,24.7,30.14,19.38,0.0,100.0,27.22,60.0,25.68,70.91,2.84,86.36,19.05,23.23,34.8,55.68,1.0,0.0,355.0,26.1,7.61,1.59
912,1,11,51.85,130.27,208,2020-08-14 18:00:00,24.25,28.4,19.07,0.0,100.0,27.25,60.0,25.09,73.24,2.44,88.54,18.44,22.74,31.9,58.27,0.0,0.0,354.0,25.1,6.34,0.71
814,1,11,53.01,125.64,206,2020-08-14 19:00:00,23.81,27.11,19.24,0.0,100.0,26.86,60.0,24.72,72.65,2.1,92.89,18.5,22.28,30.4,59.21,0.0,0.0,355.0,23.9,5.65,0.24
611,3,11,54.48,111.26,202,2020-08-14 20:00:00,23.21,25.99,19.06,0.0,100.0,26.69,60.0,24.77,71.09,2.01,94.84,18.44,21.73,29.3,56.28,0.0,0.0,355.0,23.1,5.27,0.58
271,3,11,54.39,49.37,184,2020-08-14 21:00:00,22.68,25.1,18.73,0.0,100.0,26.35,60.0,24.09,70.98,2.0,101.38,17.55,21.25,28.3,55.87,1.0,0.0,354.0,22.2,6.07,1.32
500,2,11,56.16,81.34,188,2020-08-14 22:00:00,22.33,24.41,16.67,0.0,100.0,25.9,60.0,23.75,72.13,1.96,100.32,16.64,20.93,27.0,56.55,0.0,0.0,355.0,21.5,6.23,0.52
486,4,11,57.87,86.35,226,2020-08-14 23:00:00,22.05,23.87,17.18,0.0,100.0,25.8,20.0,23.72,73.87,1.89,97.37,15.99,20.66,26.4,58.52,0.0,0.0,355.0,21.1,6.53,0.01
360,4,11,58.72,73.09,209,2020-08-15 00:00:00,21.74,23.43,17.1,0.0,100.0,25.37,20.0,23.34,75.88,1.73,94.31,15.62,20.41,26.2,59.27,0.0,0.0,355.0,20.6,6.53,0.06
259,6,11,61.2,53.71,194,2020-08-15 01:00:00,21.69,23.05,15.45,0.0,100.0,25.14,0.02,23.2,76.63,1.88,99.67,15.38,20.39,25.7,61.51,0.0,0.0,355.0,20.2,6.74,0.0
177,6,11,65.14,41.52,196,2020-08-15 02:00:00,21.87,22.74,15.11,0.0,100.0,25.2,20.0,23.16,76.79,2.02,96.85,15.1,20.56,25.5,62.19,0.0,0.0,355.0,19.9,8.11,0.2
155,6,11,67.83,38.49,203,2020-08-15 03:00:00,22.16,22.72,16.46,0.0,100.0,25.43,20.0,23.52,77.34,2.02,96.83,15.1,20.79,25.6,61.78,0.0,0.0,355.0,19.8,7.19,0.23
